parentEventID,materialSampleID,eventID,eventDate,samplingProtocol,locationID,waterBody,locality,minimumDepthInMeters,decimalLatitude,decimalLongitude,# ASVs
GOMECC4_27N_Sta6_Deep_C,SAMN37516110,GOMECC4_27N_Sta6_Deep_C_16S,2021-09-14T23:45-04:00,CTD rosette,27N_Sta6,Atlantic Ocean,"USA: Atlantic Ocean, east of Florida (27 N)",52,26.991,-79.987,416
GOMECC4_27N_Sta6_Surface_A,SAMN37516114,GOMECC4_27N_Sta6_Surface_A_16S,2021-09-14T23:45-04:00,CTD rosette,27N_Sta6,Atlantic Ocean,"USA: Atlantic Ocean, east of Florida (27 N)",4,26.991,-79.987,251
GOMECC4_27N_Sta6_Surface_B,SAMN37516115,GOMECC4_27N_Sta6_Surface_B_16S,2021-09-14T23:45-04:00,CTD rosette,27N_Sta6,Atlantic Ocean,"USA: Atlantic Ocean, east of Florida (27 N)",4,26.991,-79.987,399
GOMECC4_27N_Sta6_Surface_C,SAMN37516116,GOMECC4_27N_Sta6_Surface_C_16S,2021-09-14T23:45-04:00,CTD rosette,27N_Sta6,Atlantic Ocean,"USA: Atlantic Ocean, east of Florida (27 N)",4,26.991,-79.987,315
GOMECC4_BROWNSVILLE_Sta63_DCM_A,SAMN37516297,GOMECC4_BROWNSVILLE_Sta63_DCM_A_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,10,26.061,-96.807,218
GOMECC4_BROWNSVILLE_Sta63_DCM_B,SAMN37516298,GOMECC4_BROWNSVILLE_Sta63_DCM_B_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,10,26.061,-96.807,228
GOMECC4_BROWNSVILLE_Sta63_DCM_C,SAMN37516299,GOMECC4_BROWNSVILLE_Sta63_DCM_C_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,10,26.061,-96.807,240
GOMECC4_BROWNSVILLE_Sta63_Deep_A,SAMN37516294,GOMECC4_BROWNSVILLE_Sta63_Deep_A_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,19,26.061,-96.807,197
GOMECC4_BROWNSVILLE_Sta63_Deep_B,SAMN37516295,GOMECC4_BROWNSVILLE_Sta63_Deep_B_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,19,26.061,-96.807,193
GOMECC4_BROWNSVILLE_Sta63_Deep_C,SAMN37516296,GOMECC4_BROWNSVILLE_Sta63_Deep_C_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,19,26.061,-96.807,203
GOMECC4_BROWNSVILLE_Sta63_Surface_A,SAMN37516300,GOMECC4_BROWNSVILLE_Sta63_Surface_A_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.061,-96.807,248
GOMECC4_BROWNSVILLE_Sta63_Surface_B,SAMN37516301,GOMECC4_BROWNSVILLE_Sta63_Surface_B_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.061,-96.807,260
GOMECC4_BROWNSVILLE_Sta63_Surface_C,SAMN37516302,GOMECC4_BROWNSVILLE_Sta63_Surface_C_16S,2021-10-02T14:27-04:00,CTD rosette,BROWNSVILLE_Sta63,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.061,-96.807,222
GOMECC4_BROWNSVILLE_Sta66_DCM_A,SAMN37516306,GOMECC4_BROWNSVILLE_Sta66_DCM_A_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,74,26.059,-96.082,372
GOMECC4_BROWNSVILLE_Sta66_DCM_B,SAMN37516307,GOMECC4_BROWNSVILLE_Sta66_DCM_B_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,74,26.059,-96.082,373
GOMECC4_BROWNSVILLE_Sta66_DCM_C,SAMN37516308,GOMECC4_BROWNSVILLE_Sta66_DCM_C_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,74,26.059,-96.082,304
GOMECC4_BROWNSVILLE_Sta66_Deep_A,SAMN37516303,GOMECC4_BROWNSVILLE_Sta66_Deep_A_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,851,26.059,-96.082,311
GOMECC4_BROWNSVILLE_Sta66_Deep_B,SAMN37516304,GOMECC4_BROWNSVILLE_Sta66_Deep_B_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,851,26.059,-96.082,304
GOMECC4_BROWNSVILLE_Sta66_Deep_C,SAMN37516305,GOMECC4_BROWNSVILLE_Sta66_Deep_C_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,851,26.059,-96.082,288
GOMECC4_BROWNSVILLE_Sta66_Surface_A,SAMN37516309,GOMECC4_BROWNSVILLE_Sta66_Surface_A_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.059,-96.082,249
GOMECC4_BROWNSVILLE_Sta66_Surface_B,SAMN37516310,GOMECC4_BROWNSVILLE_Sta66_Surface_B_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.059,-96.082,273
GOMECC4_BROWNSVILLE_Sta66_Surface_C,SAMN37516311,GOMECC4_BROWNSVILLE_Sta66_Surface_C_16S,2021-10-02T19:41-04:00,CTD rosette,BROWNSVILLE_Sta66,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.059,-96.082,254
GOMECC4_BROWNSVILLE_Sta71_DCM_A,SAMN37516315,GOMECC4_BROWNSVILLE_Sta71_DCM_A_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,79,26.058,-94.197,489
GOMECC4_BROWNSVILLE_Sta71_DCM_B,SAMN37516316,GOMECC4_BROWNSVILLE_Sta71_DCM_B_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,79,26.058,-94.197,472
GOMECC4_BROWNSVILLE_Sta71_DCM_C,SAMN37516317,GOMECC4_BROWNSVILLE_Sta71_DCM_C_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,79,26.058,-94.197,461
GOMECC4_BROWNSVILLE_Sta71_Deep_A,SAMN37516312,GOMECC4_BROWNSVILLE_Sta71_Deep_A_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,2993,26.058,-94.197,471
GOMECC4_BROWNSVILLE_Sta71_Deep_B,SAMN37516313,GOMECC4_BROWNSVILLE_Sta71_Deep_B_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,2993,26.058,-94.197,423
GOMECC4_BROWNSVILLE_Sta71_Deep_C,SAMN37516314,GOMECC4_BROWNSVILLE_Sta71_Deep_C_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,2993,26.058,-94.197,550
GOMECC4_BROWNSVILLE_Sta71_Surface_A,SAMN37516318,GOMECC4_BROWNSVILLE_Sta71_Surface_A_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.058,-94.197,223
GOMECC4_BROWNSVILLE_Sta71_Surface_B,SAMN37516319,GOMECC4_BROWNSVILLE_Sta71_Surface_B_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.058,-94.197,345
GOMECC4_BROWNSVILLE_Sta71_Surface_C,SAMN37516320,GOMECC4_BROWNSVILLE_Sta71_Surface_C_16S,2021-10-03T18:40-04:00,CTD rosette,BROWNSVILLE_Sta71,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.058,-94.197,326
GOMECC4_CAMPECHE_Sta90_DCM_A,SAMN37516377,GOMECC4_CAMPECHE_Sta90_DCM_A_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,67,22.0,-92.917,286
GOMECC4_CAMPECHE_Sta90_DCM_B,SAMN37516378,GOMECC4_CAMPECHE_Sta90_DCM_B_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,67,22.0,-92.917,554
GOMECC4_CAMPECHE_Sta90_DCM_C,SAMN37516379,GOMECC4_CAMPECHE_Sta90_DCM_C_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,67,22.0,-92.917,393
GOMECC4_CAMPECHE_Sta90_Deep_A,SAMN37516374,GOMECC4_CAMPECHE_Sta90_Deep_A_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,2862,22.0,-92.917,431
GOMECC4_CAMPECHE_Sta90_Deep_B,SAMN37516375,GOMECC4_CAMPECHE_Sta90_Deep_B_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,2862,22.0,-92.917,474
GOMECC4_CAMPECHE_Sta90_Deep_C,SAMN37516376,GOMECC4_CAMPECHE_Sta90_Deep_C_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,2862,22.0,-92.917,519
GOMECC4_CAMPECHE_Sta90_Surface_A,SAMN37516380,GOMECC4_CAMPECHE_Sta90_Surface_A_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.0,-92.917,183
GOMECC4_CAMPECHE_Sta90_Surface_B,SAMN37516381,GOMECC4_CAMPECHE_Sta90_Surface_B_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.0,-92.917,235
GOMECC4_CAMPECHE_Sta90_Surface_C,SAMN37516382,GOMECC4_CAMPECHE_Sta90_Surface_C_16S,2021-10-09T14:20-04:00,CTD rosette,CAMPECHE_Sta90,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.0,-92.917,165
GOMECC4_CAMPECHE_Sta91_DCM_A,SAMN37516386,GOMECC4_CAMPECHE_Sta91_DCM_A_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,60,21.733,-92.318,276
GOMECC4_CAMPECHE_Sta91_DCM_B,SAMN37516387,GOMECC4_CAMPECHE_Sta91_DCM_B_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,60,21.733,-92.318,210
GOMECC4_CAMPECHE_Sta91_DCM_C,SAMN37516388,GOMECC4_CAMPECHE_Sta91_DCM_C_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,60,21.733,-92.318,270
GOMECC4_CAMPECHE_Sta91_Deep_A,SAMN37516383,GOMECC4_CAMPECHE_Sta91_Deep_A_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,106,21.733,-92.318,272
GOMECC4_CAMPECHE_Sta91_Deep_B,SAMN37516384,GOMECC4_CAMPECHE_Sta91_Deep_B_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,106,21.733,-92.318,293
GOMECC4_CAMPECHE_Sta91_Deep_C,SAMN37516385,GOMECC4_CAMPECHE_Sta91_Deep_C_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,106,21.733,-92.318,311
GOMECC4_CAMPECHE_Sta91_Surface_A,SAMN37516389,GOMECC4_CAMPECHE_Sta91_Surface_A_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,4,21.733,-92.318,234
GOMECC4_CAMPECHE_Sta91_Surface_B,SAMN37516390,GOMECC4_CAMPECHE_Sta91_Surface_B_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,4,21.733,-92.318,201
GOMECC4_CAMPECHE_Sta91_Surface_C,SAMN37516391,GOMECC4_CAMPECHE_Sta91_Surface_C_16S,2021-10-09T22:18-04:00,CTD rosette,CAMPECHE_Sta91,"Mexico, Gulf of",Mexico: Gulf of Mexico,4,21.733,-92.318,205
GOMECC4_CAMPECHE_Sta93_Deep_A,SAMN37516392,GOMECC4_CAMPECHE_Sta93_Deep_A_16S,2021-10-10T11:19-04:00,CTD rosette,CAMPECHE_Sta93,"Mexico, Gulf of",Mexico: Gulf of Mexico,19,21.167,-90.768,181
GOMECC4_CAMPECHE_Sta93_Deep_B,SAMN37516393,GOMECC4_CAMPECHE_Sta93_Deep_B_16S,2021-10-10T11:19-04:00,CTD rosette,CAMPECHE_Sta93,"Mexico, Gulf of",Mexico: Gulf of Mexico,19,21.167,-90.768,229
GOMECC4_CAMPECHE_Sta93_Deep_C,SAMN37516394,GOMECC4_CAMPECHE_Sta93_Deep_C_16S,2021-10-10T11:19-04:00,CTD rosette,CAMPECHE_Sta93,"Mexico, Gulf of",Mexico: Gulf of Mexico,19,21.167,-90.768,152
GOMECC4_CAMPECHE_Sta93_Surface_A,SAMN37516395,GOMECC4_CAMPECHE_Sta93_Surface_A_16S,2021-10-10T11:19-04:00,CTD rosette,CAMPECHE_Sta93,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.167,-90.768,196
GOMECC4_CAMPECHE_Sta93_Surface_B,SAMN37516396,GOMECC4_CAMPECHE_Sta93_Surface_B_16S,2021-10-10T11:19-04:00,CTD rosette,CAMPECHE_Sta93,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.167,-90.768,182
GOMECC4_CAMPECHE_Sta93_Surface_C,SAMN37516397,GOMECC4_CAMPECHE_Sta93_Surface_C_16S,2021-10-10T11:19-04:00,CTD rosette,CAMPECHE_Sta93,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.167,-90.768,193
GOMECC4_CANCUN_Sta117_DCM_A,SAMN37516485,GOMECC4_CANCUN_Sta117_DCM_A_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,30,21.591,-86.503,357
GOMECC4_CANCUN_Sta117_DCM_B,SAMN37516486,GOMECC4_CANCUN_Sta117_DCM_B_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,30,21.591,-86.503,537
GOMECC4_CANCUN_Sta117_DCM_C,SAMN37516487,GOMECC4_CANCUN_Sta117_DCM_C_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,30,21.591,-86.503,610
GOMECC4_CANCUN_Sta117_Deep_A,SAMN37516482,GOMECC4_CANCUN_Sta117_Deep_A_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,54,21.591,-86.503,519
GOMECC4_CANCUN_Sta117_Deep_B,SAMN37516483,GOMECC4_CANCUN_Sta117_Deep_B_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,54,21.591,-86.503,554
GOMECC4_CANCUN_Sta117_Deep_C,SAMN37516484,GOMECC4_CANCUN_Sta117_Deep_C_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,54,21.591,-86.503,671
GOMECC4_CANCUN_Sta117_Surface_A,SAMN37516488,GOMECC4_CANCUN_Sta117_Surface_A_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.591,-86.503,402
GOMECC4_CANCUN_Sta117_Surface_B,SAMN37516489,GOMECC4_CANCUN_Sta117_Surface_B_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.591,-86.503,316
GOMECC4_CANCUN_Sta117_Surface_C,SAMN37516490,GOMECC4_CANCUN_Sta117_Surface_C_16S,2021-10-15T19:00-04:00,CTD rosette,CANCUN_Sta117,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.591,-86.503,393
GOMECC4_CANCUN_Sta118_DCM_A,SAMN37516494,GOMECC4_CANCUN_Sta118_DCM_A_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,64,21.633,-86.242,508
GOMECC4_CANCUN_Sta118_DCM_B,SAMN37516495,GOMECC4_CANCUN_Sta118_DCM_B_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,64,21.633,-86.242,527
GOMECC4_CANCUN_Sta118_DCM_C,SAMN37516496,GOMECC4_CANCUN_Sta118_DCM_C_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,64,21.633,-86.242,348
GOMECC4_CANCUN_Sta118_Deep_A,SAMN37516491,GOMECC4_CANCUN_Sta118_Deep_A_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,1045,21.633,-86.242,390
GOMECC4_CANCUN_Sta118_Deep_B,SAMN37516492,GOMECC4_CANCUN_Sta118_Deep_B_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,1045,21.633,-86.242,292
GOMECC4_CANCUN_Sta118_Deep_C,SAMN37516493,GOMECC4_CANCUN_Sta118_Deep_C_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,1045,21.633,-86.242,521
GOMECC4_CANCUN_Sta118_Surface_A,SAMN37516497,GOMECC4_CANCUN_Sta118_Surface_A_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,2,21.633,-86.242,326
GOMECC4_CANCUN_Sta118_Surface_B,SAMN37516498,GOMECC4_CANCUN_Sta118_Surface_B_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,2,21.633,-86.242,277
GOMECC4_CANCUN_Sta118_Surface_C,SAMN37516499,GOMECC4_CANCUN_Sta118_Surface_C_16S,2021-10-15T22:00-04:00,CTD rosette,CANCUN_Sta118,"Mexico, Gulf of",Mexico: Gulf of Mexico,2,21.633,-86.242,329
GOMECC4_CAPECORAL_Sta131_DCM_A,SAMN37516533,GOMECC4_CAPECORAL_Sta131_DCM_A_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,24,26.729,-83.101,336
GOMECC4_CAPECORAL_Sta131_DCM_B,SAMN37516534,GOMECC4_CAPECORAL_Sta131_DCM_B_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,24,26.729,-83.101,319
GOMECC4_CAPECORAL_Sta131_DCM_C,SAMN37516535,GOMECC4_CAPECORAL_Sta131_DCM_C_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,24,26.729,-83.101,270
GOMECC4_CAPECORAL_Sta131_Deep_A,SAMN37516530,GOMECC4_CAPECORAL_Sta131_Deep_A_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,33,26.729,-83.101,323
GOMECC4_CAPECORAL_Sta131_Deep_B,SAMN37516531,GOMECC4_CAPECORAL_Sta131_Deep_B_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,33,26.729,-83.101,240
GOMECC4_CAPECORAL_Sta131_Deep_C,SAMN37516532,GOMECC4_CAPECORAL_Sta131_Deep_C_16S,2021-10-19T12:31-04:00,CTD rosette,CAPECORAL_Sta131,"Mexico, Gulf of",USA: Gulf of Mexico,33,26.729,-83.101,324
