sample_name,Dataset,project_name,vessel,ESP_sample_match,year,season,collection_date_Flyer,sampling_platform,sampling_device,filtration_device,control_status,station,bottom_depth_m,bottom_depth_group_m,CTD_cast,depth_m,temp_C,salinity_PSU,O2_mL_L,O2_group,density_kG_m3,chlA_ug_L,fluor_volt,latitude,lat_group,longitude,PO4,SiO4,NO3,NO2,NH4,volume_filtered_ml,filter_type,filter_pore_size_um,target_subfragment,F_primer,R_primer,primers_FR,seq_platform,seq_model,seq_chemistry,run_center,run_date,Description,cruise
Lasker18Sc133_19,Merged2018,eCruises_2018,Lasker,Lasker18Sc133_19_D0153,2018,Spring,20180607,Lasker,CTD,peristaltic,Exp,123,83,,133,10,11.0431004,33.8157005,4.657999992,,25.8458004,4.04012442,,36.99527778,36.5-37,-122.5186111,1.709,20.164,21.002,0.398,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
Lasker18Sc133_3,Merged2018,eCruises_2018,Lasker,Lasker18Sc133_3_D0147,2018,Spring,20180607,Lasker,CTD,peristaltic,Exp,123,83,,133,70,8.9612999,33.9318008,2.469000101,,26.28890038,0,,36.99527778,36.5-37,-122.5186111,,,,,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
Lasker18Sc133_5,Merged2018,eCruises_2018,Lasker,Lasker18Sc133_5_D0148,2018,Spring,20180607,Lasker,CTD,peristaltic,Exp,123,83,,133,70,8.9612999,33.9318008,2.469000101,,26.28890038,0,,36.99527778,36.5-37,-122.5186111,1.965,29.772,28.279,0.115,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
Lasker18Sc132_17,Merged2018,eCruises_2018,Lasker,Lasker18Sc132_17_D0142,2018,Spring,20180607,Lasker,CTD,peristaltic,Exp,MB1,176,,132,10,12.1905003,33.7733994,6.013999939,,25.60050011,4.35886335,,36.99583333,36.5-37,-122.5180556,1.233,7.648,11.318,0.329,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
Lasker18Sc132_19,Merged2018,eCruises_2018,Lasker,Lasker18Sc132_19_D0143,2018,Spring,20180607,Lasker,CTD,peristaltic,Exp,MB1,176,,132,10,12.1905003,33.7733994,6.013999939,,25.60050011,4.35886335,,36.99583333,36.5-37,-122.5180556,,,,,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
Lasker18Sc132_3,Merged2018,eCruises_2018,Lasker,Lasker18Sc132_3_D0137,2018,Spring,20180607,Lasker,CTD,peristaltic,Exp,MB1,176,,132,100,8.78170013,33.9634018,2.361000061,,26.3423996,0,,36.99583333,36.5-37,-122.5180556,1.688,32.176,30.058,0.164,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
Lasker18Sc132_5,Merged2018,eCruises_2018,Lasker,Lasker18Sc132_5_D0138,2018,Spring,20180607,Lasker,CTD,peristaltic,Exp,MB1,176,,132,100,8.78170013,33.9634018,2.361000061,,26.3423996,0,,36.99583333,36.5-37,-122.5180556,1.77,30.885,29.138,0.283,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
CN18Fc32_4_eDNA,Merged2018,eCruises_2018,Flyer,CN18FESPkoa_SC44,2018,Fall,20180909,Flyer,CTD,peristaltic,Exp,ESP,185,100-300,32,40,11.3054,33.6943,3.38028,3-3.9,25.7046,0.4463,0.0379,36.9973,36.5-37,-122.4083,1.58,16.92,19.22,0.24,0.001,1000,PVDF,0.2,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC44,Merged2018,eCruises_2018,Tethys,CN18Fc32_4_eDNA,2018,Fall,20180909,Tethys,AUV,ESP,Exp,,185,100-300,32,37,11.3054,33.6943,3.38028,3-3.9,25.7046,0.4463,0.0379,36.9973,36.5-37,-122.4083,1.58,16.92,19.22,0.24,0.001,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18Fc30_4_eDNA,Merged2018,eCruises_2018,Flyer,CN18FESPkoa_SC46,2018,Fall,20180909,Flyer,CTD,peristaltic,Exp,ESP,220,100-300,30,40,11.7004,33.6699,3.65703,3-3.9,25.6131,0.4768,0.0391,36.9977,36.5-37,-122.4165,1.53,14.95,17.46,0.27,0.001,1000,PVDF,0.2,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC46,Merged2018,eCruises_2018,Tethys,CN18Fc30_4_eDNA,2018,Fall,20180909,Tethys,AUV,ESP,Exp,,220,100-300,30,39,11.7004,33.6699,3.65703,3-3.9,25.6131,0.4768,0.0391,36.9977,36.5-37,-122.4165,1.53,14.95,17.46,0.27,0.001,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18Fc29_6_eDNA,Merged2018,eCruises_2018,Flyer,CN18FESPkoa_SC47,2018,Fall,20180909,Flyer,CTD,peristaltic,Exp,ESP,320,300-500,29,30,11.9849,33.6557,3.82099,3-3.9,25.5486,0.5535,0.0421,36.9977,36.5-37,-122.4128,1.08,12.61,15.31,0.24,0.035,1000,PVDF,0.2,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC47,Merged2018,eCruises_2018,Tethys,CN18Fc29_6_eDNA,2018,Fall,20180909,Tethys,AUV,ESP,Exp,,320,300-500,29,29,11.9849,33.6557,3.82099,3-3.9,25.5486,0.5535,0.0421,36.9977,36.5-37,-122.4128,1.08,12.61,15.31,0.24,0.035,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC41,Merged2018,eCruises_2018,Tethys,CN18Fc35_5_eDNA,2018,Fall,20180909,Tethys,AUV,ESP,Exp,,145,100-300,35,28,11.3956,33.6851,3.47134,3-3.9,25.6808,0.4463,0.0379,37.0005,37-37.5,-122.384,1.92,16.45,18.48,0.28,0.047,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC40,Merged2018,eCruises_2018,Tethys,CN18Fc36_6_eDNA,2018,Fall,20180909,Tethys,AUV,ESP,Exp,,135,100-300,36,25,11.9012,33.6626,3.67785,3-3.9,25.5695,0.5217,0.0409,37.0012,37-37.5,-122.3755,1.33,14.1,16.51,0.19,0.003,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18Fc36_6_eDNA,Merged2018,eCruises_2018,Flyer,CN18FESPkoa_SC40,2018,Fall,20180909,Flyer,CTD,peristaltic,Exp,ESP,135,100-300,36,20,11.9012,33.6626,3.67785,3-3.9,25.5695,0.5217,0.0409,37.0012,37-37.5,-122.3755,1.33,14.1,16.51,0.19,0.003,1000,PVDF,0.2,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18Fc27_4_eDNA,Merged2018,eCruises_2018,Flyer,CN18FESPkoa_SC49,2018,Fall,20180909,Flyer,CTD,peristaltic,Exp,ESP,150,100-300,27,45,12.0194,33.6541,3.82541,3-3.9,25.5412,0.5684,0.0427,37.0052,37-37.5,-122.4185,1.35,11.98,15.63,0.23,0.024,1000,PVDF,0.2,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC49,Merged2018,eCruises_2018,Tethys,CN18Fc27_4_eDNA,2018,Fall,20180909,Tethys,AUV,ESP,Exp,,150,100-300,27,48,12.0194,33.6541,3.82541,3-3.9,25.5412,0.5684,0.0427,37.0052,37-37.5,-122.4185,1.35,11.98,15.63,0.23,0.024,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18Fc22_6_eDNA,Merged2018,eCruises_2018,Flyer,CN18FESPkoa_SC55,2018,Fall,20180908,Flyer,CTD,peristaltic,Exp,ESP,130,100-300,22,35,12.0074,33.653,3.83292,3-3.9,25.5425,0.5684,0.0427,37.006,37-37.5,-122.467,0.88,13.24,14.32,0.07,0.022,1000,PVDF,0.2,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC55,Merged2018,eCruises_2018,Tethys,CN18Fc22_6_eDNA,2018,Fall,20180908,Tethys,AUV,ESP,Exp,,130,100-300,22,35,12.0074,33.653,3.83292,3-3.9,25.5425,0.5684,0.0427,37.006,37-37.5,-122.467,0.88,13.24,14.32,0.07,0.022,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18Fc24_6_eDNA,Merged2018,eCruises_2018,Flyer,CN18FESPkoa_SC53,2018,Fall,20180908,Flyer,CTD,peristaltic,Exp,ESP,122,100-300,24,25,12.001,33.6574,3.7499,3-3.9,25.5468,0.5379,0.0415,37.0077,37-37.5,-122.4493,1.42,14.04,14.86,0.29,0.052,1000,PVDF,0.2,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC53,Merged2018,eCruises_2018,Tethys,CN18Fc24_6_eDNA,2018,Fall,20180908,Tethys,AUV,ESP,Exp,,122,100-300,24,34,12.001,33.6574,3.7499,3-3.9,25.5468,0.5379,0.0415,37.0077,37-37.5,-122.4493,1.42,14.04,14.86,0.29,0.052,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
Lasker18Sc135_17,Merged2018,eCruises_2018,Lasker,Lasker18Sc135_17_D0173,2018,Spring,20180608,Lasker,CTD,peristaltic,Exp,127,1180,500-2000,135,10,12.8081999,33.668499,6.471000195,,25.39959908,10.8754921,,37.00888889,37-37.5,-122.8005556,,,,,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
Lasker18Sc135_19,Merged2018,eCruises_2018,Lasker,Lasker18Sc135_19_D0174,2018,Spring,20180608,Lasker,CTD,peristaltic,Exp,127,1180,500-2000,135,10,12.8081999,33.668499,6.471000195,,25.39959908,10.8754921,,37.00888889,37-37.5,-122.8005556,0.701,1.44,4.919,0.277,,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2X250bp PE,MSU,Jan_2022,RREAS 2018,Lasker
CN18Fc25_5_eDNA,Merged2018,eCruises_2018,Flyer,CN18FESPkoa_SC52,2018,Fall,20180908,Flyer,CTD,peristaltic,Exp,ESP,122,100-300,25,30,11.5667,33.6788,3.61299,3-3.9,25.6445,0.4625,0.0385,37.0127,37-37.5,-122.4413,1.48,14.12,19.08,0.38,0.003,1000,PVDF,0.2,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
CN18FESPkoa_SC52,Merged2018,eCruises_2018,Tethys,CN18Fc25_5_eDNA,2018,Fall,20180908,Tethys,AUV,ESP,Exp,,122,100-300,25,28,11.5667,33.6788,3.61299,3-3.9,25.6445,0.4625,0.0385,37.0127,37-37.5,-122.4413,1.48,14.12,19.08,0.38,0.003,1000,PVDF,0.22,V4,515F (Parada),806R (Apprill),515F_806R,Illumina,MiSeq,2x150bp PE,Laragen,July_2019,Spring and fall 2018 Flyer cruise and paired ESP samples,CN18F
