parentEventID,materialSampleID,eventID,eventDate,samplingProtocol,locationID,waterBody,locality,minimumDepthInMeters,decimalLatitude,decimalLongitude,# ASVs
GOMECC4_CAPECORAL_Sta132_Surface_C,SAMN37516547,GOMECC4_CAPECORAL_Sta132_Surface_C_18S,2021-10-19T14:25-04:00,CTD rosette,CAPECORAL_Sta132,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.62,-83.24,298
GOMECC4_CAPECORAL_Sta135_DCM_A,SAMN37516551,GOMECC4_CAPECORAL_Sta135_DCM_A_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,67,26.259,-83.806,351
GOMECC4_CAPECORAL_Sta135_DCM_B,SAMN37516552,GOMECC4_CAPECORAL_Sta135_DCM_B_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,67,26.259,-83.806,353
GOMECC4_CAPECORAL_Sta135_DCM_C,SAMN37516553,GOMECC4_CAPECORAL_Sta135_DCM_C_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,67,26.259,-83.806,251
GOMECC4_CAPECORAL_Sta135_Deep_A,SAMN37516548,GOMECC4_CAPECORAL_Sta135_Deep_A_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,87,26.259,-83.806,384
GOMECC4_CAPECORAL_Sta135_Deep_B,SAMN37516549,GOMECC4_CAPECORAL_Sta135_Deep_B_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,87,26.259,-83.806,313
GOMECC4_CAPECORAL_Sta135_Deep_C,SAMN37516550,GOMECC4_CAPECORAL_Sta135_Deep_C_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,87,26.259,-83.806,274
GOMECC4_CAPECORAL_Sta135_Surface_A,SAMN37516554,GOMECC4_CAPECORAL_Sta135_Surface_A_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.259,-83.806,367
GOMECC4_CAPECORAL_Sta135_Surface_B,SAMN37516555,GOMECC4_CAPECORAL_Sta135_Surface_B_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.259,-83.806,261
GOMECC4_CAPECORAL_Sta135_Surface_C,SAMN37516556,GOMECC4_CAPECORAL_Sta135_Surface_C_18S,2021-10-19T21:35-04:00,CTD rosette,CAPECORAL_Sta135,"Mexico, Gulf of",USA: Gulf of Mexico,3,26.259,-83.806,351
GOMECC4_CAPECORAL_Sta140_DCM_A,SAMN37516560,GOMECC4_CAPECORAL_Sta140_DCM_A_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,69,25.658,-84.715,395
GOMECC4_CAPECORAL_Sta140_DCM_B,SAMN37516561,GOMECC4_CAPECORAL_Sta140_DCM_B_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,69,25.658,-84.715,304
GOMECC4_CAPECORAL_Sta140_DCM_C,SAMN37516562,GOMECC4_CAPECORAL_Sta140_DCM_C_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,69,25.658,-84.715,299
GOMECC4_CAPECORAL_Sta140_Deep_A,SAMN37516557,GOMECC4_CAPECORAL_Sta140_Deep_A_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,1087,25.658,-84.715,291
GOMECC4_CAPECORAL_Sta140_Deep_B,SAMN37516558,GOMECC4_CAPECORAL_Sta140_Deep_B_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,1087,25.658,-84.715,299
GOMECC4_CAPECORAL_Sta140_Deep_C,SAMN37516559,GOMECC4_CAPECORAL_Sta140_Deep_C_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,1087,25.658,-84.715,356
GOMECC4_CAPECORAL_Sta140_Surface_A,SAMN37516563,GOMECC4_CAPECORAL_Sta140_Surface_A_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,5,25.658,-84.715,305
GOMECC4_CAPECORAL_Sta140_Surface_B,SAMN37516564,GOMECC4_CAPECORAL_Sta140_Surface_B_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,5,25.658,-84.715,350
GOMECC4_CAPECORAL_Sta140_Surface_C,SAMN37516565,GOMECC4_CAPECORAL_Sta140_Surface_C_18S,2021-10-20T09:23-04:00,CTD rosette,CAPECORAL_Sta140,"Mexico, Gulf of",USA: Gulf of Mexico,5,25.658,-84.715,380
GOMECC4_CAPECORAL_Sta141_DCM_A,SAMN37516569,GOMECC4_CAPECORAL_Sta141_DCM_A_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,59,25.574,-84.843,361
GOMECC4_CAPECORAL_Sta141_DCM_B,SAMN37516570,GOMECC4_CAPECORAL_Sta141_DCM_B_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,59,25.574,-84.843,357
GOMECC4_CAPECORAL_Sta141_DCM_C,SAMN37516571,GOMECC4_CAPECORAL_Sta141_DCM_C_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,59,25.574,-84.843,247
GOMECC4_CAPECORAL_Sta141_Deep_A,SAMN37516566,GOMECC4_CAPECORAL_Sta141_Deep_A_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,3326,25.574,-84.843,232
GOMECC4_CAPECORAL_Sta141_Deep_B,SAMN37516567,GOMECC4_CAPECORAL_Sta141_Deep_B_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,3326,25.574,-84.843,278
GOMECC4_CAPECORAL_Sta141_Deep_C,SAMN37516568,GOMECC4_CAPECORAL_Sta141_Deep_C_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,3326,25.574,-84.843,283
GOMECC4_CAPECORAL_Sta141_Surface_A,SAMN37516572,GOMECC4_CAPECORAL_Sta141_Surface_A_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,4,25.574,-84.843,401
GOMECC4_CAPECORAL_Sta141_Surface_B,SAMN37516573,GOMECC4_CAPECORAL_Sta141_Surface_B_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,4,25.574,-84.843,294
GOMECC4_CAPECORAL_Sta141_Surface_C,SAMN37516574,GOMECC4_CAPECORAL_Sta141_Surface_C_18S,2021-10-20T12:47-04:00,CTD rosette,CAPECORAL_Sta141,"Mexico, Gulf of",USA: Gulf of Mexico,4,25.574,-84.843,416
GOMECC4_CATOCHE_Sta107_DCM_A,SAMN37516458,GOMECC4_CATOCHE_Sta107_DCM_A_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,99,23.088,-86.273,385
GOMECC4_CATOCHE_Sta107_DCM_B,SAMN37516459,GOMECC4_CATOCHE_Sta107_DCM_B_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,99,23.088,-86.273,346
GOMECC4_CATOCHE_Sta107_DCM_C,SAMN37516460,GOMECC4_CATOCHE_Sta107_DCM_C_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,99,23.088,-86.273,386
GOMECC4_CATOCHE_Sta107_Deep_A,SAMN37516455,GOMECC4_CATOCHE_Sta107_Deep_A_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,1220,23.088,-86.273,84
GOMECC4_CATOCHE_Sta107_Deep_B,SAMN37516456,GOMECC4_CATOCHE_Sta107_Deep_B_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,1220,23.088,-86.273,324
GOMECC4_CATOCHE_Sta107_Deep_C,SAMN37516457,GOMECC4_CATOCHE_Sta107_Deep_C_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,1220,23.088,-86.273,235
GOMECC4_CATOCHE_Sta107_Surface_A,SAMN37516461,GOMECC4_CATOCHE_Sta107_Surface_A_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.088,-86.273,358
GOMECC4_CATOCHE_Sta107_Surface_B,SAMN37516462,GOMECC4_CATOCHE_Sta107_Surface_B_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.088,-86.273,267
GOMECC4_CATOCHE_Sta107_Surface_C,SAMN37516463,GOMECC4_CATOCHE_Sta107_Surface_C_18S,2021-10-14T13:47-04:00,CTD rosette,CATOCHE_Sta107,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.088,-86.273,336
GOMECC4_CATOCHE_Sta109_DCM_A,SAMN37516467,GOMECC4_CATOCHE_Sta109_DCM_A_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,74,22.734,-86.49,437
GOMECC4_CATOCHE_Sta109_DCM_B,SAMN37516468,GOMECC4_CATOCHE_Sta109_DCM_B_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,74,22.734,-86.49,364
GOMECC4_CATOCHE_Sta109_DCM_C,SAMN37516469,GOMECC4_CATOCHE_Sta109_DCM_C_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,74,22.734,-86.49,353
GOMECC4_CATOCHE_Sta109_Deep_A,SAMN37516464,GOMECC4_CATOCHE_Sta109_Deep_A_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,652,22.734,-86.49,419
GOMECC4_CATOCHE_Sta109_Deep_B,SAMN37516465,GOMECC4_CATOCHE_Sta109_Deep_B_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,652,22.734,-86.49,471
GOMECC4_CATOCHE_Sta109_Deep_C,SAMN37516466,GOMECC4_CATOCHE_Sta109_Deep_C_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,652,22.734,-86.49,347
GOMECC4_CATOCHE_Sta109_Surface_A,SAMN37516470,GOMECC4_CATOCHE_Sta109_Surface_A_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.734,-86.49,383
GOMECC4_CATOCHE_Sta109_Surface_B,SAMN37516471,GOMECC4_CATOCHE_Sta109_Surface_B_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.734,-86.49,380
GOMECC4_CATOCHE_Sta109_Surface_C,SAMN37516472,GOMECC4_CATOCHE_Sta109_Surface_C_18S,2021-10-14T21:45-04:00,CTD rosette,CATOCHE_Sta109,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.734,-86.49,421
GOMECC4_CATOCHE_Sta115_DCM_A,SAMN37516476,GOMECC4_CATOCHE_Sta115_DCM_A_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.948,-86.992,333
GOMECC4_CATOCHE_Sta115_DCM_B,SAMN37516477,GOMECC4_CATOCHE_Sta115_DCM_B_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.948,-86.992,346
GOMECC4_CATOCHE_Sta115_DCM_C,SAMN37516478,GOMECC4_CATOCHE_Sta115_DCM_C_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.948,-86.992,274
GOMECC4_CATOCHE_Sta115_Deep_A,SAMN37516473,GOMECC4_CATOCHE_Sta115_Deep_A_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.948,-86.992,257
GOMECC4_CATOCHE_Sta115_Deep_B,SAMN37516474,GOMECC4_CATOCHE_Sta115_Deep_B_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.948,-86.992,270
GOMECC4_CATOCHE_Sta115_Deep_C,SAMN37516475,GOMECC4_CATOCHE_Sta115_Deep_C_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.948,-86.992,295
GOMECC4_CATOCHE_Sta115_Surface_A,SAMN37516479,GOMECC4_CATOCHE_Sta115_Surface_A_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.948,-86.992,275
GOMECC4_CATOCHE_Sta115_Surface_B,SAMN37516480,GOMECC4_CATOCHE_Sta115_Surface_B_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.948,-86.992,294
GOMECC4_CATOCHE_Sta115_Surface_C,SAMN37516481,GOMECC4_CATOCHE_Sta115_Surface_C_18S,2021-10-15T12:40-04:00,CTD rosette,CATOCHE_Sta115,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.948,-86.992,233
GOMECC4_FLSTRAITS_Sta121_DCM_A,SAMN37516506,GOMECC4_FLSTRAITS_Sta121_DCM_A_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,91,24.4,-80.625,412
GOMECC4_FLSTRAITS_Sta121_DCM_B,SAMN37516507,GOMECC4_FLSTRAITS_Sta121_DCM_B_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,91,24.4,-80.625,328
GOMECC4_FLSTRAITS_Sta121_DCM_C,SAMN37516508,GOMECC4_FLSTRAITS_Sta121_DCM_C_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,91,24.4,-80.625,317
GOMECC4_FLSTRAITS_Sta121_Deep_A,SAMN37516503,GOMECC4_FLSTRAITS_Sta121_Deep_A_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,358,24.4,-80.625,327
GOMECC4_FLSTRAITS_Sta121_Deep_B,SAMN37516504,GOMECC4_FLSTRAITS_Sta121_Deep_B_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,358,24.4,-80.625,276
GOMECC4_FLSTRAITS_Sta121_Deep_C,SAMN37516505,GOMECC4_FLSTRAITS_Sta121_Deep_C_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,358,24.4,-80.625,345
GOMECC4_FLSTRAITS_Sta121_Surface_A,SAMN37516509,GOMECC4_FLSTRAITS_Sta121_Surface_A_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,2,24.4,-80.625,281
GOMECC4_FLSTRAITS_Sta121_Surface_B,SAMN37516510,GOMECC4_FLSTRAITS_Sta121_Surface_B_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,2,24.4,-80.625,438
GOMECC4_FLSTRAITS_Sta121_Surface_C,SAMN37516511,GOMECC4_FLSTRAITS_Sta121_Surface_C_18S,2021-10-17T14:30-04:00,CTD rosette,FLSTRAITS_Sta121,"Mexico, Gulf of",USA: Straits of Florida,2,24.4,-80.625,409
GOMECC4_FLSTRAITS_Sta122_DCM_A,SAMN37516515,GOMECC4_FLSTRAITS_Sta122_DCM_A_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,79,24.517,-80.63,384
GOMECC4_FLSTRAITS_Sta122_DCM_B,SAMN37516516,GOMECC4_FLSTRAITS_Sta122_DCM_B_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,79,24.517,-80.63,393
GOMECC4_FLSTRAITS_Sta122_DCM_C,SAMN37516517,GOMECC4_FLSTRAITS_Sta122_DCM_C_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,79,24.517,-80.63,290
GOMECC4_FLSTRAITS_Sta122_Deep_A,SAMN37516512,GOMECC4_FLSTRAITS_Sta122_Deep_A_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,234,24.517,-80.63,400
GOMECC4_FLSTRAITS_Sta122_Deep_B,SAMN37516513,GOMECC4_FLSTRAITS_Sta122_Deep_B_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,234,24.517,-80.63,322
GOMECC4_FLSTRAITS_Sta122_Deep_C,SAMN37516514,GOMECC4_FLSTRAITS_Sta122_Deep_C_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,234,24.517,-80.63,433
GOMECC4_FLSTRAITS_Sta122_Surface_A,SAMN37516518,GOMECC4_FLSTRAITS_Sta122_Surface_A_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,3,24.517,-80.63,339
GOMECC4_FLSTRAITS_Sta122_Surface_B,SAMN37516519,GOMECC4_FLSTRAITS_Sta122_Surface_B_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,3,24.517,-80.63,273
GOMECC4_FLSTRAITS_Sta122_Surface_C,SAMN37516520,GOMECC4_FLSTRAITS_Sta122_Surface_C_18S,2021-10-17T16:39-04:00,CTD rosette,FLSTRAITS_Sta122,"Mexico, Gulf of",USA: Straits of Florida,3,24.517,-80.63,318
GOMECC4_FLSTRAITS_Sta123_DCM_A,SAMN37516524,GOMECC4_FLSTRAITS_Sta123_DCM_A_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,30,24.735,-80.622,293
GOMECC4_FLSTRAITS_Sta123_DCM_B,SAMN37516525,GOMECC4_FLSTRAITS_Sta123_DCM_B_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,30,24.735,-80.622,314
GOMECC4_FLSTRAITS_Sta123_DCM_C,SAMN37516526,GOMECC4_FLSTRAITS_Sta123_DCM_C_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,30,24.735,-80.622,265
GOMECC4_FLSTRAITS_Sta123_Deep_A,SAMN37516521,GOMECC4_FLSTRAITS_Sta123_Deep_A_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,135,24.735,-80.622,357
GOMECC4_FLSTRAITS_Sta123_Deep_B,SAMN37516522,GOMECC4_FLSTRAITS_Sta123_Deep_B_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,135,24.735,-80.622,367
GOMECC4_FLSTRAITS_Sta123_Deep_C,SAMN37516523,GOMECC4_FLSTRAITS_Sta123_Deep_C_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,135,24.735,-80.622,266
GOMECC4_FLSTRAITS_Sta123_Surface_A,SAMN37516527,GOMECC4_FLSTRAITS_Sta123_Surface_A_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,3,24.735,-80.622,295
GOMECC4_FLSTRAITS_Sta123_Surface_B,SAMN37516528,GOMECC4_FLSTRAITS_Sta123_Surface_B_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,3,24.735,-80.622,336
GOMECC4_FLSTRAITS_Sta123_Surface_C,SAMN37516529,GOMECC4_FLSTRAITS_Sta123_Surface_C_18S,2021-10-17T19:06-04:00,CTD rosette,FLSTRAITS_Sta123,"Mexico, Gulf of",USA: Straits of Florida,3,24.735,-80.622,350
GOMECC4_GALVESTON_Sta49_DCM_A,SAMN37516249,GOMECC4_GALVESTON_Sta49_DCM_A_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,38,27.92,-93.579,302
GOMECC4_GALVESTON_Sta49_DCM_B,SAMN37516250,GOMECC4_GALVESTON_Sta49_DCM_B_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,38,27.92,-93.579,226
GOMECC4_GALVESTON_Sta49_DCM_C,SAMN37516251,GOMECC4_GALVESTON_Sta49_DCM_C_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,38,27.92,-93.579,395
GOMECC4_GALVESTON_Sta49_Deep_A,SAMN37516246,GOMECC4_GALVESTON_Sta49_Deep_A_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,67,27.92,-93.579,310
GOMECC4_GALVESTON_Sta49_Deep_B,SAMN37516247,GOMECC4_GALVESTON_Sta49_Deep_B_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,67,27.92,-93.579,309
GOMECC4_GALVESTON_Sta49_Deep_C,SAMN37516248,GOMECC4_GALVESTON_Sta49_Deep_C_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,67,27.92,-93.579,390
GOMECC4_GALVESTON_Sta49_Surface_A,SAMN37516252,GOMECC4_GALVESTON_Sta49_Surface_A_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.92,-93.579,366
GOMECC4_GALVESTON_Sta49_Surface_B,SAMN37516253,GOMECC4_GALVESTON_Sta49_Surface_B_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.92,-93.579,370
GOMECC4_GALVESTON_Sta49_Surface_C,SAMN37516254,GOMECC4_GALVESTON_Sta49_Surface_C_18S,2021-09-27T08:15-04:00,CTD rosette,GALVESTON_Sta49,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.92,-93.579,271
GOMECC4_GALVESTON_Sta50_DCM_A,SAMN37516258,GOMECC4_GALVESTON_Sta50_DCM_A_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,68,27.87,-93.831,449
GOMECC4_GALVESTON_Sta50_DCM_B,SAMN37516259,GOMECC4_GALVESTON_Sta50_DCM_B_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,68,27.87,-93.831,476
GOMECC4_GALVESTON_Sta50_DCM_C,SAMN37516260,GOMECC4_GALVESTON_Sta50_DCM_C_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,68,27.87,-93.831,359
GOMECC4_GALVESTON_Sta50_Deep_A,SAMN37516261,GOMECC4_GALVESTON_Sta50_Deep_A_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,88,27.87,-93.831,374
GOMECC4_GALVESTON_Sta50_Deep_B,SAMN37516262,GOMECC4_GALVESTON_Sta50_Deep_B_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,88,27.87,-93.831,408
GOMECC4_GALVESTON_Sta50_Deep_C,SAMN37516263,GOMECC4_GALVESTON_Sta50_Deep_C_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,88,27.87,-93.831,395
GOMECC4_GALVESTON_Sta50_Surface_A,SAMN37516255,GOMECC4_GALVESTON_Sta50_Surface_A_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,2,27.87,-93.831,390
GOMECC4_GALVESTON_Sta50_Surface_B,SAMN37516256,GOMECC4_GALVESTON_Sta50_Surface_B_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,2,27.87,-93.831,338
GOMECC4_GALVESTON_Sta50_Surface_C,SAMN37516257,GOMECC4_GALVESTON_Sta50_Surface_C_18S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,2,27.87,-93.831,352
GOMECC4_GALVESTON_Sta54_DCM_A,SAMN37516267,GOMECC4_GALVESTON_Sta54_DCM_A_18S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,73,27.5,-95.004,448
GOMECC4_GALVESTON_Sta54_DCM_B,SAMN37516268,GOMECC4_GALVESTON_Sta54_DCM_B_18S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,73,27.5,-95.004,383
