,X1G-01,X1G-02,X1G-03,X1G-04,X1G-05,X1G-06,X1G-07,X1G-08,X1G-09,X1G-10,X1G-11,X1G-12,X1G-13,X1G-14,X1G-15,X1N-01,X1N-02,X1N-03,X1N-04,X1N-05,X1N-06,X1N-07,X1N-08,X1N-09,X1N-10,X1N-11,X1N-12,X1N-13,X1N-14,X1T-01,X1T-02,X1T-03,X1T-04,X1T-05,X1T-06,X1T-07,X1T-08,X1T-09,X1T-10,X1T-11,X1T-12,X1T-13,X1T-14,X1T-15,X1T-16,X1T-17,X1T-18,X1T-19,X1T-20,X1T-21,X1T-22,X1T-23,X1T-24,X1T-25,X1T-26,X1T-27,X1T-28,X1T-29,X1T-30,X1T-31,X1T-32,X1T-33,X1T-34,X1T-35,X1T-36,X1T-37,X1T-38,X1T-39,X1T-40,X1T-41,X1T-42,X1T-43,X1T-44,X2G-01,X2G-02,X2G-03,X2G-04,X2G-05,X2G-07,X2G-08,X2G-09,X2G-10,X2G-11,X2G-12,X2G-13,X2G-14,X2G-15,X2N-01,X2N-02,X2N-03,X2N-04,X2N-05,X2N-06,X2N-07,X2N-08,X2N-09,X2N-10,X2N-11,X2N-12,X2N-13,X2N-14,X2T-01,X2T-02,X2T-03,X2T-04,X2T-05,X2T-06,X2T-07,X2T-08,X2T-09,X2T-10,X2T-11,X2T-12,X2T-13,X2T-14,X2T-15,X2T-16,X2T-17,X2T-18,X2T-19,X2T-20,X2T-21,X2T-22,X2T-23,X2T-24,X2T-25,X2T-26,X2T-27,X2T-28,X2T-30,X2T-31,X2T-32,X2T-33,X2T-34,X2T-35,X2T-36,X2T-37,X2T-38,X2T-39,X2T-41,X2T-42,X2T-44,X3G-01,X3G-02,X3G-03,X3G-04,X3G-05,X3G-06,X3G-07,X3G-08,X3G-09,X3G-10,X3G-11,X3G-12,X3G-13,X3G-14,X3G-15,X3N-01,X3N-02,X3N-03,X3N-04,X3N-05,X3N-06,X3N-07,X3N-08,X3N-09,X3N-10,X3N-11,X3N-12,X3N-13,X3N-14,X3T-01,X3T-02,X3T-03,X3T-04,X3T-05,X3T-06,X3T-07,X3T-08,X3T-09,X3T-10,X3T-11,X3T-12,X3T-13,X3T-14,X3T-15,X3T-16,X3T-17,X3T-18,X3T-19,X3T-20,X3T-21,X3T-22,X3T-23,X3T-24,X3T-25,X3T-26,X3T-27,X3T-28,X3T-29,X3T-30,X3T-31,X3T-32,X3T-33,X3T-34,X3T-35,X3T-36,X3T-37,X3T-38,X3T-39,X3T-40,X3T-41,X3T-42,X3T-43,X3T-44
ZOTU4270,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,2,1,0,11,1,0,3,1,3,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,0,2,1,0,0,3,0,2,0,5,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,11,0,0,9,11,0,1,82,3,31,9,1,0,0
ZOTU3520,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,2,1,0,12,10,5,9,3,0,0,0,1,4,3,0,7,1,3,0,0,0,0,0,0,0,0,2,4,0,0,3,2,10,3,0,0,0,9,0,0,2,2,0,1,4,0,6,0,1,5,2,0,0,0,1,4,0,3,5,3,1,0
ZOTU5742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,72,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0
ZOTU3629,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,306,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZOTU5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU1268,0,0,0,1,0,2,13,12,0,17,1,29,9,0,22,57,28,6,0,12,23,0,55,106,200,20,6,6,8,1,0,0,2,0,8,0,0,0,0,5,1,1,0,1,0,14,0,2,0,1,4,16,54,0,1,1,19,0,0,4,17,0,0,3,3,0,0,0,0,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,16,4,1,16,0,0,3
ZOTU5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,35,0,2,0,1,5,0,0,0,1,1,0,4,0,0,0,0,1,4,1,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,1,1,6,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
ZOTU1329,12,0,0,2,0,17,5,1,0,0,0,2,1,8,8,11,9,38,27,15,7,19,1,0,23,14,5,7,20,0,1,7,4,0,0,5,0,0,2,0,0,0,10,6,7,6,0,27,0,0,5,0,0,0,7,1,5,0,0,7,3,1,2,3,14,6,3,5,1,0,1,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,1,0,10,2,0,18,1,14,0,0,0,0,0,0,0,0,0,450,0,1,1,0,29,39,1,0,3,11,11,7,0,0,0,0,49,4,4,2,11,11,6,2,49,0,11,0,2,0,12,0,0,0,4,1,7,206,0,0,0,1,20,0,1,116,1,11,5,52,4,0,0,15,2,60,19,55,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,13,10,1,0,0,3,0,9,0,17,21,2,0,0,14,0,0,19,5,16,37,5,20,116,4,17,12,1,106,66
ZOTU3597,0,0,0,1,0,0,0,0,0,0,0,8,0,0,4,4,7,0,0,30,13,0,0,0,3,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,1,0,0,0,0,7,1,2,0,32,1,1,0,1,4,3,27,0,8,2,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,7,0,0,1,0,0,0,0,0,2,0,0,4,3,0,2,0,13,7,0,0,0
ZOTU1478,5,0,0,0,0,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,6,0,1,6,0,0,0,0,0,0,9,0,2,0,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,87,0,0,0,0,0,0,7,6,0,0,17,2,0,9,88,16,0,0,0,0,0,56,0,9,0,0,0,0,3,0,3,0,36,29,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,281,82,0,3,0,0,2,0,0,16,18,0,7,2,2,1,0,0,87,10,1,0,0,5,26,9,58,0,28,0,80,0,423,0,88,13,0,42,0,0,0,216,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9,0,0
ZOTU4895,14,7,0,2,57,0,1,11,3,0,0,0,8,0,0,25,14,0,0,0,3,2,0,0,0,0,3,20,0,0,0,7,28,0,0,0,2,0,0,131,0,0,0,0,0,3,0,1,0,3,0,0,179,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,169,0,0,0,0,9,21,14,0,4,0,0,22,0,0,0,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,3,0,0,0,0,0,5,1,0,0,6,0,0,0,0,0,0,0,0,0,71,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0
ZOTU4571,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,11,6,0,0,26,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,0,0,0,19,0,0,4,0,0,3,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,71,0,2,4,0,9,0,0,0,0,0,8,0,6,0,8,0,0,6,0,0,0,0,0,4,9,0,0,0,0
ZOTU3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,227,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,26,0,0,0,148
ZOTU5624,0,0,1,1,0,1,2,0,0,0,0,0,0,41,0,23,31,221,0,26,0,0,0,0,0,0,31,0,0,0,4,0,0,0,8,1,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,281,0,38,0,0,0,0,124,0,0,19,274,70,0,0,29,1,37,130,446,60,374,0,21,27,0,0,0,0,2,258,2,12161,1,30,2,3,0,2,0,0,0,2,0,39,0,0,311,256,187,153,0,0,144,0,0,0,0,0,261,0,169,4,0,0,0,0,0,0,0,10203,1,0,0,0,5,0,27,1,2,337,111,2,2,1,0,0,0,253,96,0,0,0,1,2,0,0,0,0,0,283,21,40,0,32,0,59,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0
ZOTU1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,3,1,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,1,0,0,1,2,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,2,0,3,2,0,0,0,1,0,0,0,0,0,0,7,4,5,0,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,7,3,24,18,0,0,0,0,0,11,0,0,0,0,3,0,0,0,1,4,0,0,0,1,0,0,0,20,2,0,16,14,0,7,0,4,7,4,9,14,36,0,4,3,37,15,0,0,53
ZOTU5693,0,0,0,0,1,4,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,2,0,30,7,17,16,0,0,0,0,0,34,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ZOTU1181,0,1,0,0,0,1,0,0,57,0,157,1,15,0,5,4,21,85,0,35,0,0,1,0,0,0,0,0,0,0,0,66,3,0,0,0,0,0,0,0,0,3,0,0,0,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,138,0,0,0,0,0,55,0,0,52,0,8355,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,391,0,0,0
ZOTU733,1,45,3,7,8,0,1,0,0,1,1,0,0,1,4,890,591,0,34,0,5,0,11,1,0,0,0,0,3,2,24,2,3,0,130,0,0,0,0,6,0,12,0,0,0,0,0,17,0,11,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,31,0,1,0,12,0,227,139,6,0,15,2,1,3,0,22,30,0,0,3,36,0,47,0,5,0,25,1,0,0,3891,0,0,29,43,0,5,8,0,1,10,2,0,78,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,5,18,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ZOTU2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
ZOTU3845,0,0,0,0,7,2,3,0,0,0,0,37,0,0,5,26,0,24,0,6,0,0,2,7,71,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,8,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,7,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ZOTU4217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,30,0,0,0,0
ZOTU6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZOTU4280,26,100,3,1,24,2,3,24,10,6,44,0,3,0,0,5,1,1,2,5,1,0,6,2,0,0,1,0,0,13,50,22,25,4,55,50,3,18,0,0,0,504,2,14,0,0,2,8,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,0,0,0,7,0,0,0,0,0,1,0,6,0,0,0,0,1,0,0,1,0,41,35,5,0,15,0,0,0,0,0,0,0,0,0,45,0,0,7,3,0,7,0,0,0,5,0,1,37,0,0,4,0,23,1,9,26,14,70,3,47,4,26,263,58,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,5,0,0,0,0,0,2,0,4,17,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,3,3,0,0,4,0,0,4,0,0,0,0,5,0,44,4,11,36,0,2,4,1,31,10,0,0
ZOTU2289,0,0,6,0,0,2,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,401,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,5,0,0
ZOTU3009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,0,4,0,2,0,0,0,0,1,1,0,0,0,5,0,0,0,3,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,13,2,0,0,0,2,0,0,0,0,0,0,12,3,8,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,2,107,0,0,0,1,0,0,0,7,17,0,0,0,0,0,0,0,0,28,15,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,54,0,0,0,0,16,0
ZOTU5080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,18,0,0,117,0,0,1,1,20,1,0,14,0,0,6,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,59,0,0,0,0,0,13,0,0,0
ZOTU6065,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,0,0,0,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,0,0
