,Kingdom,Phylum,Class,Order,Family,Genus,Species
ZOTU3121,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,Lumbricus_rubellus
ZOTU3840,Eukaryota,,,,,,
ZOTU3958,Eukaryota,,,,,,
ZOTU5279,Eukaryota,,,,,,
ZOTU711,Eukaryota,Arthropoda,Arachnida,,,,
ZOTU4524,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Aporrectodea,Aporrectodea_caliginosa
ZOTU4052,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,Lumbricus_rubellus
ZOTU4072,Eukaryota,,,,,,
ZOTU3432,Eukaryota,,,,,,
ZOTU2364,Eukaryota,,,,,,
ZOTU526,Eukaryota,,,,,,
ZOTU6024,Eukaryota,Arthropoda,,,,,
ZOTU6453,Eukaryota,Arthropoda,,,,,
ZOTU6677,Eukaryota,,,,,,
ZOTU5749,Eukaryota,,,,,,
ZOTU577,Eukaryota,,,,,,
ZOTU3099,Eukaryota,,,,,,
ZOTU5690,Eukaryota,,,,,,
ZOTU4471,Eukaryota,,,,,,
ZOTU3325,Eukaryota,,,,,,
ZOTU4095,Eukaryota,Arthropoda,,,,,
ZOTU2024,Eukaryota,Annelida,Clitellata,Haplotaxida,Tubificidae,Nais,Nais_communis
ZOTU318,Eukaryota,,,,,,
ZOTU4965,Eukaryota,Arthropoda,,,,,
ZOTU3333,Eukaryota,Chordata,,,,,
ZOTU3377,Eukaryota,,,,,,
ZOTU6108,Eukaryota,,,,,,
ZOTU5475,Eukaryota,,,,,,
ZOTU2010,Eukaryota,,,,,,
ZOTU1544,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,Arion_lusitanicus
ZOTU1469,Eukaryota,Arthropoda,,,,,
ZOTU6326,Eukaryota,Arthropoda,,,,,
ZOTU5122,Eukaryota,,,,,,
ZOTU4550,Eukaryota,,,,,,
ZOTU5237,Eukaryota,,,,,,
ZOTU2213,Eukaryota,Arthropoda,,,,,
ZOTU1607,Eukaryota,,,,,,
ZOTU6528,Eukaryota,,,,,,
ZOTU898,Eukaryota,,,,,,
ZOTU4322,Eukaryota,,,,,,
ZOTU5241,Eukaryota,,,,,,
ZOTU6674,Eukaryota,Arthropoda,,,,,
ZOTU1133,Eukaryota,,,,,,
ZOTU4229,Eukaryota,,,,,,
ZOTU6658,Eukaryota,,,,,,
ZOTU6087,Eukaryota,Arthropoda,,,,,
ZOTU2479,Eukaryota,Arthropoda,,,,,
ZOTU4546,Eukaryota,,,,,,
ZOTU6630,Eukaryota,,,,,,
ZOTU6666,Eukaryota,,,,,,
ZOTU3954,Eukaryota,,,,,,
ZOTU4755,Eukaryota,,,,,,
ZOTU4475,Eukaryota,,,,,,
ZOTU5591,Eukaryota,Arthropoda,,,,,
ZOTU6050,Eukaryota,,,,,,
ZOTU2880,Eukaryota,,,,,,
ZOTU5907,Eukaryota,,,,,,
ZOTU4844,Eukaryota,Arthropoda,Insecta,,,,
ZOTU4897,Eukaryota,,,,,,
ZOTU4803,Eukaryota,Arthropoda,Insecta,,,,
ZOTU2401,Eukaryota,,,,,,
ZOTU4716,Eukaryota,,,,,,
ZOTU5757,Eukaryota,,,,,,
ZOTU2057,Eukaryota,,,,,,
ZOTU4813,Eukaryota,,,,,,
ZOTU5726,Eukaryota,,,,,,
ZOTU4683,Eukaryota,,,,,,
ZOTU5648,Eukaryota,,,,,,
ZOTU2478,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra_vulgaris
ZOTU5114,Eukaryota,,,,,,
ZOTU6090,Eukaryota,,,,,,
ZOTU3042,Eukaryota,,,,,,
ZOTU3718,Eukaryota,,,,,,
ZOTU4516,Eukaryota,,,,,,
ZOTU2303,Eukaryota,,,,,,
ZOTU6100,Eukaryota,,,,,,
ZOTU5180,Eukaryota,,,,,,
ZOTU5643,Eukaryota,,,,,,
ZOTU3324,Eukaryota,,,,,,
ZOTU4001,Eukaryota,Arthropoda,,,,,
ZOTU1078,Eukaryota,,,,,,
ZOTU5972,Eukaryota,,,,,,
ZOTU3212,Eukaryota,Arthropoda,,,,,
ZOTU182,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU4224,Eukaryota,,,,,,
ZOTU770,Eukaryota,Arthropoda,,,,,
ZOTU4028,Eukaryota,Arthropoda,,,,,
ZOTU4300,Eukaryota,Arthropoda,,,,,
ZOTU4814,Eukaryota,,,,,,
ZOTU6562,Eukaryota,,,,,,
ZOTU4318,Eukaryota,Arthropoda,,,,,
ZOTU3562,Eukaryota,,,,,,
ZOTU2798,Eukaryota,,,,,,
ZOTU172,Eukaryota,Annelida,Clitellata,Haplotaxida,Tubificidae,Chaetogaster,
ZOTU997,Eukaryota,,,,,,
ZOTU471,Eukaryota,,,,,,
ZOTU3339,Eukaryota,Arthropoda,,,,,
ZOTU5616,Eukaryota,Rotifera,Monogononta,Ploima,Brachionidae,Keratella,Keratella_cochlearis
ZOTU3424,Eukaryota,,,,,,
ZOTU5238,Eukaryota,Arthropoda,,,,,
ZOTU2018,Eukaryota,,,,,,
ZOTU4949,Eukaryota,,,,,,
ZOTU1546,Eukaryota,,,,,,
ZOTU6621,Eukaryota,,,,,,
ZOTU4254,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU6427,Eukaryota,,,,,,
ZOTU5963,Eukaryota,,,,,,
ZOTU3396,Eukaryota,,,,,,
ZOTU1398,Eukaryota,,,,,,
ZOTU5702,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladius_rivulorum
ZOTU6496,Eukaryota,,,,,,
ZOTU3284,Eukaryota,,,,,,
ZOTU5918,Eukaryota,,,,,,
ZOTU3568,Eukaryota,,,,,,
ZOTU5256,Eukaryota,,,,,,
ZOTU235,Eukaryota,Arthropoda,,,,,
ZOTU4735,Eukaryota,Arthropoda,,,,,
ZOTU5730,Eukaryota,,,,,,
ZOTU6143,Eukaryota,,,,,,
ZOTU702,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Habroleptoides,Habroleptoides_auberti
ZOTU6283,Eukaryota,,,,,,
ZOTU5901,Eukaryota,,,,,,
ZOTU2014,Eukaryota,,,,,,
ZOTU515,Eukaryota,,,,,,
ZOTU6215,Eukaryota,,,,,,
ZOTU3419,Eukaryota,,,,,,
ZOTU5960,Eukaryota,Arthropoda,,,,,
ZOTU5897,Eukaryota,Arthropoda,,,,,
ZOTU4710,Eukaryota,,,,,,
ZOTU1929,Eukaryota,,,,,,
ZOTU2567,Eukaryota,Arthropoda,,,,,
ZOTU2228,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis_beskidensis
ZOTU2093,Eukaryota,,,,,,
ZOTU6030,Eukaryota,,,,,,
ZOTU5590,Eukaryota,,,,,,
ZOTU5950,Eukaryota,,,,,,
ZOTU5657,Eukaryota,Arthropoda,,,,,
ZOTU4031,Eukaryota,,,,,,
ZOTU4179,Eukaryota,Arthropoda,Insecta,Plecoptera,Nemouridae,Protonemura,Protonemura_nitida
ZOTU5380,Eukaryota,,,,,,
ZOTU1112,Eukaryota,,,,,,
ZOTU6096,Eukaryota,Arthropoda,,,,,
ZOTU2824,Eukaryota,,,,,,
ZOTU4413,Eukaryota,,,,,,
ZOTU6573,Eukaryota,,,,,,
ZOTU6645,Eukaryota,,,,,,
ZOTU4250,Eukaryota,Arthropoda,,,,,
ZOTU5286,Eukaryota,,,,,,
ZOTU6428,Eukaryota,,,,,,
ZOTU4886,Eukaryota,,,,,,
ZOTU6516,Eukaryota,,,,,,
ZOTU649,Eukaryota,,,,,,
ZOTU4674,Eukaryota,,,,,,
ZOTU2074,Eukaryota,,,,,,
ZOTU6584,Eukaryota,Arthropoda,,,,,
ZOTU4377,Eukaryota,,,,,,
ZOTU6149,Eukaryota,Arthropoda,,,,,
ZOTU1466,Eukaryota,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla_coelebs
ZOTU2313,Eukaryota,,,,,,
ZOTU3760,Eukaryota,Arthropoda,,,,,
ZOTU5686,Eukaryota,,,,,,
ZOTU3167,Eukaryota,,,,,,
ZOTU4816,Eukaryota,Arthropoda,,,,,
ZOTU5899,Eukaryota,,,,,,
ZOTU4722,Eukaryota,,,,,,
ZOTU2311,Eukaryota,,,,,,
ZOTU6160,Eukaryota,Arthropoda,,,,,
ZOTU5928,Eukaryota,,,,,,
ZOTU984,Eukaryota,Arthropoda,Insecta,,,,
ZOTU4342,Eukaryota,Arthropoda,,,,,
ZOTU5650,Eukaryota,,,,,,
ZOTU3326,Eukaryota,Arthropoda,Insecta,Trichoptera,Limnephilidae,Potamophylax,Potamophylax_cingulatus
ZOTU6175,Eukaryota,Arthropoda,,,,,
ZOTU4409,Eukaryota,,,,,,
ZOTU5885,Eukaryota,,,,,,
ZOTU5870,Eukaryota,Arthropoda,,,,,
ZOTU6118,Eukaryota,Arthropoda,Insecta,Trichoptera,Philopotamidae,Philopotamus,Philopotamus_ludificatus
ZOTU5301,Eukaryota,,,,,,
ZOTU5993,Eukaryota,,,,,,
ZOTU3684,Eukaryota,Arthropoda,,,,,
ZOTU4427,Eukaryota,,,,,,
ZOTU4575,Eukaryota,,,,,,
ZOTU4455,Eukaryota,Arthropoda,,,,,
ZOTU4353,Eukaryota,,,,,,
ZOTU4004,Eukaryota,,,,,,
ZOTU1354,Eukaryota,,,,,,
ZOTU1106,Eukaryota,,,,,,
ZOTU5540,Eukaryota,,,,,,
ZOTU3556,Eukaryota,,,,,,
ZOTU5953,Eukaryota,,,,,,
ZOTU5803,Eukaryota,,,,,,
ZOTU6311,Eukaryota,,,,,,
ZOTU6157,Eukaryota,,,,,,
ZOTU5436,Eukaryota,Arthropoda,,,,,
ZOTU5589,Eukaryota,,,,,,
ZOTU6460,Eukaryota,Arthropoda,,,,,
ZOTU6525,Eukaryota,,,,,,
ZOTU6026,Eukaryota,,,,,,
ZOTU5349,Eukaryota,,,,,,
ZOTU6265,Eukaryota,Arthropoda,,,,,
ZOTU3906,Eukaryota,Arthropoda,,,,,
ZOTU6095,Eukaryota,,,,,,
ZOTU6338,Eukaryota,Arthropoda,,,,,
ZOTU5912,Eukaryota,,,,,,
ZOTU1680,Eukaryota,,,,,,
ZOTU4948,Eukaryota,,,,,,
ZOTU6306,Eukaryota,,,,,,
ZOTU4083,Eukaryota,,,,,,
ZOTU5651,Eukaryota,Chordata,,,,,
ZOTU1767,Eukaryota,,,,,,
ZOTU6564,Eukaryota,,,,,,
ZOTU5232,Eukaryota,,,,,,
ZOTU1576,Eukaryota,,,,,,
ZOTU4076,Eukaryota,,,,,,
ZOTU5197,Eukaryota,,,,,,
ZOTU6289,Eukaryota,,,,,,
ZOTU720,Eukaryota,Arthropoda,,,,,
ZOTU3816,Eukaryota,,,,,,
ZOTU6603,Eukaryota,,,,,,
ZOTU4777,Eukaryota,,,,,,
ZOTU2365,Eukaryota,,,,,,
ZOTU6636,Eukaryota,,,,,,
ZOTU6647,Eukaryota,,,,,,
ZOTU6653,Eukaryota,,,,,,
ZOTU2629,Eukaryota,,,,,,
ZOTU5824,Eukaryota,,,,,,
ZOTU1379,Eukaryota,Gastrotricha,Class_Gastrotricha,,,,
ZOTU5024,Eukaryota,Arthropoda,,,,,
ZOTU2370,Eukaryota,,,,,,
ZOTU4178,Eukaryota,,,,,,
ZOTU5896,Eukaryota,Arthropoda,Insecta,,,,
ZOTU5638,Eukaryota,,,,,,
ZOTU4784,Eukaryota,Arthropoda,,,,,
ZOTU4012,Eukaryota,Arthropoda,,,,,
ZOTU5587,Eukaryota,,,,,,
ZOTU4139,Eukaryota,,,,,,
ZOTU6509,Eukaryota,,,,,,
ZOTU1343,Eukaryota,,,,,,
ZOTU3733,Eukaryota,Arthropoda,Insecta,,,,
ZOTU5249,Eukaryota,Arthropoda,,,,,
ZOTU3730,Eukaryota,Arthropoda,,,,,
ZOTU5503,Eukaryota,,,,,,
ZOTU3454,Eukaryota,,,,,,
ZOTU6521,Eukaryota,,,,,,
ZOTU5975,Eukaryota,,,,,,
ZOTU2899,Eukaryota,,,,,,
ZOTU4163,Eukaryota,Arthropoda,,,,,
ZOTU3844,Eukaryota,Chordata,,,,,
ZOTU2419,Eukaryota,,,,,,
ZOTU5533,Eukaryota,,,,,,
ZOTU6171,Eukaryota,,,,,,
ZOTU4695,Eukaryota,Arthropoda,Insecta,,,,
ZOTU868,Eukaryota,,,,,,
ZOTU5228,Eukaryota,,,,,,
ZOTU390,Eukaryota,,,,,,
ZOTU5949,Eukaryota,Arthropoda,,,,,
ZOTU5131,Eukaryota,Arthropoda,Insecta,,,,
ZOTU6679,Eukaryota,,,,,,
ZOTU6465,Eukaryota,,,,,,
ZOTU6605,Eukaryota,,,,,,
ZOTU5926,Eukaryota,Arthropoda,,,,,
ZOTU4974,Eukaryota,,,,,,
ZOTU5565,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,Micropsectra_pallidula
ZOTU6098,Eukaryota,,,,,,
ZOTU20,Eukaryota,,,,,,
ZOTU6089,Eukaryota,,,,,,
ZOTU1824,Eukaryota,,,,,,
ZOTU4351,Eukaryota,Arthropoda,,,,,
ZOTU4841,Eukaryota,Arthropoda,,,,,
ZOTU2679,Eukaryota,,,,,,
ZOTU5169,Eukaryota,,,,,,
ZOTU3594,Eukaryota,,,,,,
ZOTU5569,Eukaryota,,,,,,
ZOTU5042,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,Lumbricus_rubellus
ZOTU5784,Eukaryota,,,,,,
ZOTU2763,Eukaryota,,,,,,
ZOTU4737,Eukaryota,Arthropoda,,,,,
ZOTU2450,Eukaryota,,,,,,
ZOTU2115,Eukaryota,,,,,,
ZOTU3805,Eukaryota,,,,,,
ZOTU5666,Eukaryota,Arthropoda,,,,,
ZOTU2912,Eukaryota,,,,,,
ZOTU6499,Eukaryota,,,,,,
ZOTU864,Eukaryota,,,,,,
ZOTU3020,Eukaryota,,,,,,
ZOTU5161,Eukaryota,Arthropoda,,,,,
ZOTU4146,Eukaryota,,,,,,
ZOTU5641,Eukaryota,Chordata,,,,,
ZOTU4781,Eukaryota,,,,,,
ZOTU3402,Eukaryota,,,,,,
ZOTU4996,Eukaryota,,,,,,
ZOTU1338,Eukaryota,,,,,,
ZOTU5720,Eukaryota,,,,,,
ZOTU6394,Eukaryota,,,,,,
ZOTU6461,Eukaryota,Arthropoda,,,,,
ZOTU3785,Eukaryota,,,,,,
ZOTU2911,Eukaryota,Arthropoda,,,,,
ZOTU2812,Eukaryota,,,,,,
ZOTU4935,Eukaryota,Arthropoda,,,,,
ZOTU6618,Eukaryota,Arthropoda,,,,,
ZOTU2723,Eukaryota,,,,,,
ZOTU5494,Eukaryota,,,,,,
ZOTU424,Eukaryota,,,,,,
ZOTU3105,Eukaryota,,,,,,
ZOTU5290,Eukaryota,,,,,,
ZOTU1522,Eukaryota,,,,,,
ZOTU4206,Eukaryota,Arthropoda,Insecta,Plecoptera,Leuctridae,Leuctra,Leuctra_albida
ZOTU1898,Eukaryota,,,,,,
ZOTU2619,Eukaryota,Arthropoda,,,,,
ZOTU2884,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU5023,Eukaryota,,,,,,
ZOTU5608,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU2261,Eukaryota,,,,,,
ZOTU6269,Eukaryota,,,,,,
ZOTU4487,Eukaryota,,,,,,
ZOTU5066,Eukaryota,Chordata,,,,,
ZOTU2700,Eukaryota,,,,,,
ZOTU2291,Eukaryota,,,,,,
ZOTU5437,Eukaryota,,,,,,
ZOTU4822,Eukaryota,,,,,,
ZOTU3146,Eukaryota,Arthropoda,,,,,
ZOTU5103,Eukaryota,,,,,,
ZOTU3611,Eukaryota,,,,,,
ZOTU6376,Eukaryota,Arthropoda,,,,,
ZOTU2356,Eukaryota,,,,,,
ZOTU3379,Eukaryota,,,,,,
ZOTU3440,Eukaryota,,,,,,
ZOTU4138,Eukaryota,,,,,,
ZOTU5108,Eukaryota,,,,,,
ZOTU6345,Eukaryota,Chordata,,,,,
ZOTU1411,Eukaryota,,,,,,
ZOTU5046,Eukaryota,,,,,,
ZOTU3147,Eukaryota,,,,,,
ZOTU5672,Eukaryota,Arthropoda,,,,,
ZOTU5998,Eukaryota,,,,,,
ZOTU6514,Eukaryota,,,,,,
ZOTU2284,Eukaryota,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,Isoperla_grammatica
ZOTU4105,Eukaryota,,,,,,
ZOTU4779,Eukaryota,Arthropoda,,,,,
ZOTU2979,Eukaryota,Chordata,,,,,
ZOTU6481,Eukaryota,Chordata,,,,,
ZOTU4319,Eukaryota,,,,,,
ZOTU6053,Eukaryota,,,,,,
ZOTU6123,Eukaryota,,,,,,
ZOTU5866,Eukaryota,,,,,,
ZOTU1816,Eukaryota,Arthropoda,,,,,
ZOTU5473,Eukaryota,,,,,,
ZOTU5545,Eukaryota,,,,,,
ZOTU3509,Eukaryota,,,,,,
ZOTU2804,Eukaryota,,,,,,
ZOTU4030,Eukaryota,,,,,,
ZOTU4405,Eukaryota,Arthropoda,,,,,
ZOTU5767,Eukaryota,,,,,,
ZOTU5887,Eukaryota,,,,,,
ZOTU6211,Eukaryota,,,,,,
ZOTU6508,Eukaryota,,,,,,
ZOTU4768,Eukaryota,,,,,,
ZOTU2982,Eukaryota,Arthropoda,Insecta,,,,
ZOTU28,Eukaryota,,,,,,
ZOTU77,Eukaryota,,,,,,
ZOTU4956,Eukaryota,Arthropoda,Insecta,,,,
ZOTU3712,Eukaryota,Arthropoda,,,,,
ZOTU2275,Eukaryota,,,,,,
ZOTU1128,Eukaryota,Arthropoda,Insecta,,,,
ZOTU6204,Eukaryota,,,,,,
ZOTU5632,Eukaryota,,,,,,
ZOTU2764,Eukaryota,,,,,,
ZOTU632,Eukaryota,Arthropoda,,,,,
ZOTU2634,Eukaryota,,,,,,
ZOTU4482,Eukaryota,,,,,,
ZOTU3729,Eukaryota,Arthropoda,,,,,
ZOTU6140,Eukaryota,Arthropoda,,,,,
ZOTU6205,Eukaryota,,,,,,
ZOTU4197,Eukaryota,Arthropoda,,,,,
ZOTU6224,Eukaryota,,,,,,
ZOTU2441,Eukaryota,,,,,,
ZOTU4005,Eukaryota,,,,,,
ZOTU1955,Eukaryota,,,,,,
ZOTU2758,Eukaryota,,,,,,
ZOTU782,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU2223,Eukaryota,,,,,,
ZOTU6216,Eukaryota,Arthropoda,,,,,
ZOTU1758,Eukaryota,,,,,,
ZOTU3880,Eukaryota,,,,,,
ZOTU4434,Eukaryota,Arthropoda,,,,,
ZOTU2338,Eukaryota,Arthropoda,,,,,
ZOTU4170,Eukaryota,Arthropoda,,,,,
ZOTU3483,Eukaryota,,,,,,
ZOTU6640,Eukaryota,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,
ZOTU6073,Eukaryota,,,,,,
ZOTU4272,Eukaryota,,,,,,
ZOTU6498,Eukaryota,,,,,,
ZOTU477,Eukaryota,Arthropoda,,,,,
ZOTU5485,Eukaryota,,,,,,
ZOTU4423,Eukaryota,,,,,,
ZOTU5573,Eukaryota,,,,,,
ZOTU4054,Eukaryota,,,,,,
ZOTU2145,Eukaryota,,,,,,
ZOTU5067,Eukaryota,,,,,,
ZOTU3407,Eukaryota,Arthropoda,,,,,
ZOTU3370,Eukaryota,Arthropoda,,,,,
ZOTU6639,Eukaryota,,,,,,
ZOTU5857,Eukaryota,Arthropoda,,,,,
ZOTU3347,Eukaryota,,,,,,
ZOTU4240,Eukaryota,,,,,,
ZOTU1150,Eukaryota,,,,,,
ZOTU5078,Eukaryota,,,,,,
ZOTU6396,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,Lumbricus_rubellus
ZOTU6533,Eukaryota,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga_variegata
ZOTU3226,Eukaryota,Arthropoda,,,,,
ZOTU5312,Eukaryota,Arthropoda,,,,,
ZOTU5892,Eukaryota,,,,,,
ZOTU4350,Eukaryota,,,,,,
ZOTU906,Eukaryota,,,,,,
ZOTU4786,Eukaryota,,,,,,
ZOTU3172,Eukaryota,,,,,,
ZOTU2667,Eukaryota,Arthropoda,Insecta,Plecoptera,Perlidae,Perla,Perla_grandis
ZOTU2041,Eukaryota,,,,,,
ZOTU5831,Eukaryota,Arthropoda,Insecta,Plecoptera,Nemouridae,Nemoura,Nemoura_uncinata
ZOTU779,Eukaryota,,,,,,
ZOTU5079,Eukaryota,,,,,,
ZOTU4868,Eukaryota,,,,,,
ZOTU6133,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU4479,Eukaryota,,,,,,
ZOTU5032,Eukaryota,,,,,,
ZOTU5429,Eukaryota,,,,,,
ZOTU4081,Eukaryota,Arthropoda,Insecta,,,,
ZOTU2625,Eukaryota,Arthropoda,,,,,
ZOTU2332,Eukaryota,Arthropoda,,,,,
ZOTU2489,Eukaryota,,,,,,
ZOTU4483,Eukaryota,Arthropoda,,,,,
ZOTU4424,Eukaryota,Arthropoda,,,,,
ZOTU3637,Eukaryota,Arthropoda,,,,,
ZOTU1945,Eukaryota,Arthropoda,Insecta,,,,
ZOTU3191,Eukaryota,,,,,,
ZOTU4802,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,
ZOTU5158,Eukaryota,,,,,,
ZOTU5300,Eukaryota,,,,,,
ZOTU6295,Eukaryota,Arthropoda,,,,,
ZOTU914,Eukaryota,,,,,,
ZOTU6381,Fungi,,,,,,
ZOTU4528,Eukaryota,Arthropoda,Insecta,Plecoptera,Nemouridae,Nemoura,Nemoura_sinuata
ZOTU5758,Eukaryota,,,,,,
ZOTU5065,Eukaryota,,,,,,
ZOTU4775,Eukaryota,,,,,,
ZOTU6517,Eukaryota,,,,,,
ZOTU530,Eukaryota,Arthropoda,Insecta,,,,
ZOTU6167,Eukaryota,,,,,,
ZOTU1041,Eukaryota,,,,,,
ZOTU2653,Eukaryota,,,,,,
ZOTU2257,Eukaryota,,,,,,
ZOTU5793,Eukaryota,,,,,,
ZOTU6672,Eukaryota,,,,,,
ZOTU4176,Eukaryota,,,,,,
ZOTU5941,Eukaryota,,,,,,
ZOTU4117,Eukaryota,,,,,,
ZOTU6260,Eukaryota,Arthropoda,,,,,
ZOTU1543,Eukaryota,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium_vernum
ZOTU5559,Eukaryota,,,,,,
ZOTU3264,Eukaryota,,,,,,
ZOTU5933,Eukaryota,,,,,,
ZOTU3412,Eukaryota,,,,,,
ZOTU1904,Eukaryota,,,,,,
ZOTU3724,Eukaryota,,,,,,
ZOTU6134,Eukaryota,,,,,,
ZOTU4715,Eukaryota,,,,,,
ZOTU564,Eukaryota,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Isotomurus,Isotomurus_graminis
ZOTU1718,Eukaryota,,,,,,
ZOTU1205,Eukaryota,,,,,,
ZOTU5099,Eukaryota,,,,,,
ZOTU4010,Eukaryota,,,,,,
ZOTU2352,Eukaryota,,,,,,
ZOTU4757,Eukaryota,,,,,,
ZOTU6242,Eukaryota,Arthropoda,,,,,
ZOTU6241,Eukaryota,Arthropoda,,,,,
ZOTU2976,Eukaryota,Platyhelminthes,,,,,
ZOTU4276,Eukaryota,,,,,,
ZOTU4833,Eukaryota,,,,,,
ZOTU5680,Eukaryota,,,,,,
ZOTU2555,Eukaryota,,,,,,
ZOTU2945,Eukaryota,Arthropoda,Insecta,,,,
ZOTU2482,Eukaryota,,,,,,
ZOTU5746,Eukaryota,,,,,,
ZOTU3327,Eukaryota,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,Isoperla_oxylepis
ZOTU6458,Eukaryota,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla_cinerea
ZOTU5166,Eukaryota,Arthropoda,Insecta,,,,
ZOTU2538,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU149,Eukaryota,,,,,,
ZOTU5222,Eukaryota,,,,,,
ZOTU5847,Eukaryota,,,,,,
ZOTU1845,Eukaryota,,,,,,
ZOTU5814,Eukaryota,,,,,,
ZOTU5813,Eukaryota,,,,,,
ZOTU1877,Eukaryota,,,,,,
ZOTU4909,Eukaryota,,,,,,
ZOTU1402,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,Baetis_scambus
ZOTU6409,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena_savoiensis
ZOTU5098,Eukaryota,,,,,,
ZOTU4911,Eukaryota,Arthropoda,,,,,
ZOTU6203,Eukaryota,Arthropoda,,,,,
ZOTU6506,Eukaryota,,,,,,
ZOTU3886,Eukaryota,Arthropoda,,,,,
ZOTU5524,Eukaryota,,,,,,
ZOTU6008,Eukaryota,,,,,,
ZOTU2882,Eukaryota,Arthropoda,,,,,
ZOTU2929,Eukaryota,,,,,,
ZOTU5304,Fungi,,,,,,
ZOTU3241,Eukaryota,,,,,,
ZOTU5050,Eukaryota,,,,,,
ZOTU4457,Eukaryota,,,,,,
ZOTU4328,Eukaryota,,,,,,
ZOTU3587,Eukaryota,Arthropoda,,,,,
ZOTU5257,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Baetidae,Cloeon,Cloeon_dipterum
ZOTU5163,Eukaryota,Arthropoda,,,,,
ZOTU5466,Eukaryota,,,,,,
ZOTU2838,Eukaryota,,,,,,
ZOTU5240,Eukaryota,,,,,,
ZOTU4395,Eukaryota,,,,,,
ZOTU4287,Eukaryota,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,Isoperla_grammatica
ZOTU4473,Eukaryota,Arthropoda,Insecta,Thysanoptera,,,
ZOTU444,Eukaryota,,,,,,
ZOTU6543,Eukaryota,,,,,,
ZOTU4414,Eukaryota,,,,,,
ZOTU1745,Eukaryota,,,,,,
ZOTU5600,Eukaryota,,,,,,
ZOTU5064,Eukaryota,,,,,,
ZOTU6347,Eukaryota,Arthropoda,Insecta,,,,
ZOTU4521,Eukaryota,,,,,,
ZOTU4200,Eukaryota,,,,,,
ZOTU5068,Eukaryota,,,,,,
ZOTU4333,Eukaryota,,,,,,
ZOTU3577,Eukaryota,,,,,,
ZOTU4219,Eukaryota,,,,,,
ZOTU3307,Eukaryota,,,,,,
ZOTU5255,Eukaryota,Arthropoda,,,,,
ZOTU3774,Eukaryota,,,,,,
ZOTU5673,Eukaryota,,,,,,
ZOTU3948,Eukaryota,,,,,,
ZOTU1603,Eukaryota,,,,,,
ZOTU947,Eukaryota,,,,,,
ZOTU2721,Eukaryota,Chordata,,,,,
ZOTU4539,Eukaryota,,,,,,
ZOTU3606,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus_bernensis_MOTU7
ZOTU4363,Eukaryota,Chordata,,,,,
ZOTU5660,Eukaryota,,,,,,
ZOTU2298,Eukaryota,,,,,,
ZOTU3935,Eukaryota,,,,,,
ZOTU2596,Eukaryota,,,,,,
ZOTU4376,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU3966,Eukaryota,,,,,,
ZOTU699,Eukaryota,,,,,,
ZOTU1337,Eukaryota,,,,,,
ZOTU4618,Eukaryota,,,,,,
ZOTU4932,Eukaryota,,,,,,
ZOTU3673,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU1566,Eukaryota,,,,,,
ZOTU451,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Aporrectodea,Aporrectodea_rosea
