,Kingdom,Phylum,Class,Order,Family,Genus,Species
ZOTU2144,Eukaryota,,,,,,
ZOTU773,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Eiseniella,Eiseniella_tetraedra
ZOTU786,Eukaryota,,,,,,
ZOTU4438,Eukaryota,,,,,,
ZOTU2471,Eukaryota,,,,,,
ZOTU3854,Eukaryota,Arthropoda,,,,,
ZOTU1870,Eukaryota,,,,,,
ZOTU1356,Eukaryota,,,,,,
ZOTU1011,Eukaryota,,,,,,
ZOTU1060,Eukaryota,,,,,,
ZOTU4533,Eukaryota,,,,,,
ZOTU4640,Eukaryota,Arthropoda,,,,,
ZOTU790,Eukaryota,,,,,,
ZOTU392,Eukaryota,,,,,,
ZOTU3482,Eukaryota,,,,,,
ZOTU4554,Eukaryota,Arthropoda,,,,,
ZOTU3622,Eukaryota,,,,,,
ZOTU5327,Eukaryota,,,,,,
ZOTU3093,Eukaryota,,,,,,
ZOTU3199,Eukaryota,Arthropoda,,,,,
ZOTU4505,Eukaryota,,,,,,
ZOTU4374,Eukaryota,,,,,,
ZOTU4659,Eukaryota,,,,,,
ZOTU4053,Eukaryota,,,,,,
ZOTU6455,Eukaryota,,,,,,
ZOTU4199,Eukaryota,,,,,,
ZOTU2395,Eukaryota,,,,,,
ZOTU1982,Eukaryota,,,,,,
ZOTU3830,Eukaryota,,,,,,
ZOTU676,Eukaryota,Arthropoda,,,,,
ZOTU3960,Eukaryota,Arthropoda,,,,,
ZOTU2225,Eukaryota,Arthropoda,,,,,
ZOTU5364,Eukaryota,Arthropoda,,,,,
ZOTU2768,Eukaryota,Arthropoda,,,,,
ZOTU2559,Eukaryota,Arthropoda,,,,,
ZOTU689,Eukaryota,,,,,,
ZOTU4515,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena_semicolorata
ZOTU5584,Eukaryota,Arthropoda,,,,,
ZOTU2709,Eukaryota,Arthropoda,Insecta,,,,
ZOTU4492,Eukaryota,,,,,,
ZOTU4823,Eukaryota,,,,,,
ZOTU2079,Eukaryota,,,,,,
ZOTU3799,Eukaryota,Arthropoda,,,,,
ZOTU2424,Eukaryota,Arthropoda,,,,,
ZOTU3544,Eukaryota,,,,,,
ZOTU3185,Eukaryota,,,,,,
ZOTU4401,Eukaryota,,,,,,
ZOTU4574,Eukaryota,,,,,,
ZOTU4448,Eukaryota,,,,,,
ZOTU1118,Eukaryota,,,,,,
ZOTU6191,Eukaryota,,,,,,
ZOTU5801,Eukaryota,,,,,,
ZOTU5719,Eukaryota,,,,,,
ZOTU6279,Eukaryota,,,,,,
ZOTU6574,Eukaryota,,,,,,
ZOTU1730,Eukaryota,,,,,,
ZOTU1129,Eukaryota,,,,,,
ZOTU3166,Eukaryota,,,,,,
ZOTU5000,Eukaryota,Arthropoda,Insecta,Coleoptera,Cerambycidae,Prionus,Prionus_insularis
ZOTU3951,Eukaryota,,,,,,
ZOTU4129,Eukaryota,Arthropoda,,,,,
ZOTU4707,Eukaryota,,,,,,
ZOTU5773,Eukaryota,,,,,,
ZOTU3525,Eukaryota,,,,,,
ZOTU714,Eukaryota,Arthropoda,,,,,
ZOTU2817,Eukaryota,,,,,,
ZOTU2941,Eukaryota,Chordata,,,,,
ZOTU31,Eukaryota,Arthropoda,,,,,
ZOTU2135,Eukaryota,,,,,,
ZOTU5514,Eukaryota,,,,,,
ZOTU4128,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU5086,Eukaryota,Chordata,,,,,
ZOTU1028,Eukaryota,,,,,,
ZOTU6531,Eukaryota,,,,,,
ZOTU2730,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,Lumbricus_terrestris
ZOTU393,Eukaryota,,,,,,
ZOTU5491,Eukaryota,,,,,,
ZOTU1462,Eukaryota,,,,,,
ZOTU3792,Eukaryota,,,,,,
ZOTU463,Eukaryota,,,,,,
ZOTU546,Eukaryota,,,,,,
ZOTU3632,Eukaryota,Arthropoda,Insecta,,,,
ZOTU5274,Eukaryota,,,,,,
ZOTU5407,Eukaryota,,,,,,
ZOTU4484,Eukaryota,,,,,,
ZOTU3401,Eukaryota,Arthropoda,,,,,
ZOTU4410,Eukaryota,,,,,,
ZOTU157,Eukaryota,,,,,,
ZOTU568,Eukaryota,,,,,,
ZOTU3245,Eukaryota,,,,,,
ZOTU453,Eukaryota,,,,,,
ZOTU980,Eukaryota,,,,,,
ZOTU2183,Eukaryota,,,,,,
ZOTU5507,Eukaryota,,,,,,
ZOTU1652,Eukaryota,,,,,,
ZOTU3118,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,Baetis_rhodani
ZOTU5812,Eukaryota,,,,,,
ZOTU555,Eukaryota,Arthropoda,Insecta,,,,
ZOTU1320,Eukaryota,,,,,,
ZOTU2645,Eukaryota,Arthropoda,,,,,
ZOTU3100,Eukaryota,,,,,,
ZOTU3655,Eukaryota,,,,,,
ZOTU3875,Eukaryota,,,,,,
ZOTU2444,Eukaryota,Arthropoda,,,,,
ZOTU6169,Eukaryota,,,,,,
ZOTU1777,Eukaryota,,,,,,
ZOTU4578,Eukaryota,Arthropoda,Insecta,Coleoptera,Elmidae,Elmis,Elmis_maugetti
ZOTU2382,Eukaryota,Arthropoda,,,,,
ZOTU1024,Eukaryota,Chordata,,,,,
ZOTU4664,Eukaryota,,,,,,
ZOTU621,Eukaryota,,,,,,
ZOTU1864,Eukaryota,,,,,,
ZOTU2859,Eukaryota,,,,,,
ZOTU1344,Eukaryota,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus_fossarum
ZOTU4465,Eukaryota,,,,,,
ZOTU3455,Eukaryota,,,,,,
ZOTU2040,Eukaryota,,,,,,
ZOTU6223,Eukaryota,,,,,,
ZOTU3430,Eukaryota,,,,,,
ZOTU2631,Eukaryota,,,,,,
ZOTU244,Eukaryota,,,,,,
ZOTU5682,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Prodiamesa,Prodiamesa_olivacea
ZOTU5003,Eukaryota,,,,,,
ZOTU4867,Eukaryota,,,,,,
ZOTU5755,Eukaryota,,,,,,
ZOTU5557,Eukaryota,,,,,,
ZOTU4584,Eukaryota,,,,,,
ZOTU1016,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU4398,Eukaryota,Arthropoda,,,,,
ZOTU4057,Eukaryota,,,,,,
ZOTU1740,Eukaryota,Arthropoda,,,,,
ZOTU3487,Eukaryota,,,,,,
ZOTU5609,Eukaryota,,,,,,
ZOTU664,Eukaryota,,,,,,
ZOTU6159,Eukaryota,,,,,,
ZOTU1096,Eukaryota,Arthropoda,,,,,
ZOTU4940,Eukaryota,Arthropoda,Insecta,Coleoptera,Elmidae,Limnius,Limnius_volckmari
ZOTU4311,Eukaryota,Annelida,Clitellata,Haplotaxida,Tubificidae,Limnodrilus,Limnodrilus_hoffmeisteri
ZOTU4916,Eukaryota,,,,,,
ZOTU945,Eukaryota,Arthropoda,,,,,
ZOTU2023,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Tvetenia,Tvetenia_calvescens
ZOTU6048,Eukaryota,Arthropoda,,,,,
ZOTU3869,Eukaryota,Arthropoda,,,,,
ZOTU6591,Eukaryota,,,,,,
ZOTU2480,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Baetidae,Takobia,Takobia_muticus
ZOTU272,Eukaryota,,,,,,
ZOTU961,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Habroleptoides,Habroleptoides_confusa
ZOTU601,Eukaryota,,,,,,
ZOTU6519,Eukaryota,,,,,,
ZOTU821,Eukaryota,,,,,,
ZOTU3471,Eukaryota,,,,,,
ZOTU875,Eukaryota,,,,,,
ZOTU5252,Eukaryota,,,,,,
ZOTU2219,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU1225,Eukaryota,,,,,,
ZOTU1484,Eukaryota,,,,,,
ZOTU2404,Eukaryota,,,,,,
ZOTU3787,Eukaryota,,,,,,
ZOTU4666,Eukaryota,,,,,,
ZOTU2386,Eukaryota,,,,,,
ZOTU1247,Eukaryota,,,,,,
ZOTU5571,Eukaryota,,,,,,
ZOTU4763,Eukaryota,Chordata,Mammalia,Rodentia,Cricetidae,Arvicola,Arvicola_amphibius
ZOTU2984,Eukaryota,,,,,,
ZOTU5432,Eukaryota,,,,,,
ZOTU2718,Eukaryota,,,,,,
ZOTU2837,Eukaryota,,,,,,
ZOTU4626,Eukaryota,,,,,,
ZOTU636,Eukaryota,,,,,,
ZOTU1298,Eukaryota,,,,,,
ZOTU2113,Eukaryota,,,,,,
ZOTU4563,Eukaryota,,,,,,
ZOTU4633,Eukaryota,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,
ZOTU5267,Eukaryota,,,,,,
ZOTU5947,Eukaryota,Arthropoda,Insecta,,,,
ZOTU662,Eukaryota,,,,,,
ZOTU5815,Eukaryota,,,,,,
ZOTU6464,Eukaryota,,,,,,
ZOTU6369,Eukaryota,,,,,,
ZOTU2455,Eukaryota,Arthropoda,,,,,
ZOTU2278,Eukaryota,Arthropoda,,,,,
ZOTU3459,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU3096,Eukaryota,,,,,,
ZOTU5445,Eukaryota,,,,,,
ZOTU5420,Eukaryota,,,,,,
ZOTU3667,Eukaryota,,,,,,
ZOTU4599,Eukaryota,,,,,,
ZOTU2087,Eukaryota,,,,,,
ZOTU500,Eukaryota,,,,,,
ZOTU410,Eukaryota,Arthropoda,,,,,
ZOTU4368,Eukaryota,,,,,,
ZOTU4189,Eukaryota,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,
ZOTU4989,Eukaryota,,,,,,
ZOTU5952,Eukaryota,,,,,,
ZOTU6388,Eukaryota,,,,,,
ZOTU808,Eukaryota,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche_instabilis
ZOTU1237,Eukaryota,Arthropoda,,,,,
ZOTU1571,Eukaryota,,,,,,
ZOTU4308,Eukaryota,Arthropoda,,,,,
ZOTU3872,Eukaryota,Arthropoda,,,,,
ZOTU4118,Eukaryota,,,,,,
ZOTU6479,Eukaryota,,,,,,
ZOTU242,Eukaryota,,,,,,
ZOTU2654,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU5656,Eukaryota,,,,,,
ZOTU2299,Eukaryota,,,,,,
ZOTU4291,Eukaryota,,,,,,
ZOTU6132,Eukaryota,Arthropoda,,,,,
ZOTU6233,Eukaryota,,,,,,
ZOTU2184,Eukaryota,,,,,,
ZOTU2969,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU4632,Eukaryota,,,,,,
ZOTU4048,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,
ZOTU2789,Eukaryota,,,,,,
ZOTU4835,Eukaryota,,,,,,
ZOTU3912,Eukaryota,,,,,,
ZOTU5036,Eukaryota,Arthropoda,,,,,
ZOTU6327,Eukaryota,,,,,,
ZOTU2881,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU5005,Eukaryota,,,,,,
ZOTU2107,Eukaryota,,,,,,
ZOTU6495,Eukaryota,,,,,,
ZOTU2000,Eukaryota,,,,,,
ZOTU5016,Eukaryota,Arthropoda,,,,,
ZOTU1080,Eukaryota,,,,,,
ZOTU5752,Eukaryota,,,,,,
ZOTU520,Eukaryota,,,,,,
ZOTU3671,Eukaryota,,,,,,
ZOTU3661,Eukaryota,Arthropoda,,,,,
ZOTU4704,Eukaryota,,,,,,
ZOTU3784,Eukaryota,,,,,,
ZOTU4441,Eukaryota,Arthropoda,Insecta,,,,
ZOTU6127,Eukaryota,,,,,,
ZOTU2595,Eukaryota,Arthropoda,,,,,
ZOTU1695,Eukaryota,Arthropoda,,,,,
ZOTU5405,Eukaryota,Arthropoda,,,,,
ZOTU5213,Eukaryota,,,,,,
ZOTU4439,Eukaryota,,,,,,
ZOTU4294,Eukaryota,,,,,,
ZOTU4934,Eukaryota,,,,,,
ZOTU4700,Eukaryota,,,,,,
ZOTU2383,Eukaryota,Arthropoda,,,,,
ZOTU2155,Eukaryota,,,,,,
ZOTU1342,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Ecdyonurus,Ecdyonurus_helveticus
ZOTU4654,Eukaryota,,,,,,
ZOTU4545,Eukaryota,,,,,,
ZOTU3132,Eukaryota,,,,,,
ZOTU1474,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Eiseniella,Eiseniella_tetraedra
ZOTU4859,Eukaryota,,,,,,
ZOTU2751,Eukaryota,,,,,,
ZOTU5636,Eukaryota,,,,,,
ZOTU4237,Eukaryota,,,,,,
ZOTU5939,Eukaryota,,,,,,
ZOTU3907,Eukaryota,,,,,,
ZOTU6411,Eukaryota,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,
ZOTU2163,Eukaryota,Arthropoda,,,,,
ZOTU2773,Eukaryota,Arthropoda,,,,,
ZOTU3074,Eukaryota,,,,,,
ZOTU966,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU252,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU1352,Eukaryota,,,,,,
ZOTU4936,Eukaryota,Arthropoda,Insecta,,,,
ZOTU4903,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU2470,Eukaryota,,,,,,
ZOTU3596,Eukaryota,,,,,,
ZOTU1672,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU1212,Eukaryota,,,,,,
ZOTU4993,Eukaryota,,,,,,
ZOTU987,Eukaryota,,,,,,
ZOTU5250,Eukaryota,Arthropoda,,,,,
ZOTU5788,Eukaryota,,,,,,
ZOTU4265,Eukaryota,,,,,,
ZOTU3253,Eukaryota,,,,,,
ZOTU4124,Eukaryota,,,,,,
ZOTU4732,Eukaryota,,,,,,
ZOTU2200,Eukaryota,,,,,,
ZOTU5305,Eukaryota,,,,,,
ZOTU5150,Eukaryota,,,,,,
ZOTU840,Eukaryota,,,,,,
ZOTU5526,Eukaryota,,,,,,
ZOTU2813,Eukaryota,Arthropoda,,,,,
ZOTU5111,Eukaryota,,,,,,
ZOTU5181,Eukaryota,,,,,,
ZOTU2384,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU4345,Eukaryota,Arthropoda,,,,,
ZOTU4024,Eukaryota,Arthropoda,,,,,
ZOTU6366,Eukaryota,,,,,,
ZOTU3961,Eukaryota,Arthropoda,,,,,
ZOTU3446,Eukaryota,,,,,,
ZOTU5038,Eukaryota,,,,,,
ZOTU1935,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Ephemera,Ephemera_danica
ZOTU3140,Eukaryota,,,,,,
ZOTU1365,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Habrophlebia,Habrophlebia_lauta
ZOTU4644,Eukaryota,,,,,,
ZOTU4195,Eukaryota,,,,,,
ZOTU5653,Eukaryota,,,,,,
ZOTU4388,Eukaryota,Arthropoda,,,,,
ZOTU2217,Eukaryota,,,,,,
ZOTU4270,Eukaryota,,,,,,
ZOTU3520,Eukaryota,,,,,,
ZOTU5742,Eukaryota,,,,,,
ZOTU3629,Eukaryota,Arthropoda,,,,,
ZOTU5415,Eukaryota,,,,,,
ZOTU1268,Eukaryota,Arthropoda,Insecta,,,,
ZOTU5882,Eukaryota,Arthropoda,Insecta,,,,
ZOTU1329,Eukaryota,,,,,,
ZOTU3597,Eukaryota,,,,,,
ZOTU1478,Eukaryota,,,,,,
ZOTU4895,Eukaryota,Arthropoda,,,,,
ZOTU4571,Eukaryota,Arthropoda,,,,,
ZOTU3272,Eukaryota,Arthropoda,,,,,
ZOTU2127,Eukaryota,,,,,,
ZOTU5624,Eukaryota,Annelida,Clitellata,Haplotaxida,Tubificidae,Pristina,Pristina_jenkinae
ZOTU1922,Eukaryota,,,,,,
ZOTU5693,Eukaryota,,,,,,
ZOTU3249,Eukaryota,,,,,,
ZOTU1181,Eukaryota,,,,,,
ZOTU733,Eukaryota,Arthropoda,Insecta,,,,
ZOTU2211,Eukaryota,,,,,,
ZOTU3845,Eukaryota,,,,,,
ZOTU4217,Eukaryota,,,,,,
ZOTU6161,Eukaryota,,,,,,
ZOTU4280,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU2289,Eukaryota,,,,,,
ZOTU3009,Eukaryota,Arthropoda,,,,,
ZOTU5080,Eukaryota,,,,,,
ZOTU6065,Eukaryota,,,,,,
ZOTU1233,Eukaryota,,,,,,
ZOTU4661,Eukaryota,,,,,,
ZOTU4331,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Eiseniella,Eiseniella_tetraedra
ZOTU2320,Eukaryota,,,,,,
ZOTU3123,Eukaryota,,,,,,
ZOTU271,Eukaryota,,,,,,
ZOTU5214,Eukaryota,,,,,,
ZOTU730,Eukaryota,,,,,,
ZOTU4216,Eukaryota,,,,,,
ZOTU2566,Eukaryota,,,,,,
ZOTU2044,Eukaryota,,,,,,
ZOTU3794,Eukaryota,Arthropoda,,,,,
ZOTU4285,Eukaryota,,,,,,
ZOTU2086,Eukaryota,,,,,,
ZOTU4731,Eukaryota,,,,,,
ZOTU306,Eukaryota,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium_kiritshenkoi
ZOTU6028,Eukaryota,,,,,,
ZOTU6031,Eukaryota,,,,,,
ZOTU2556,Eukaryota,,,,,,
ZOTU343,Eukaryota,Chordata,Amphibia,Anura,Ranidae,Rana,Rana_temporaria
ZOTU2946,Eukaryota,Arthropoda,,,,,
ZOTU416,Eukaryota,,,,,,
ZOTU4762,Eukaryota,,,,,,
ZOTU5333,Eukaryota,,,,,,
ZOTU388,Eukaryota,,,,,,
ZOTU4636,Eukaryota,Arthropoda,Insecta,,,,
ZOTU1141,Eukaryota,,,,,,
ZOTU5057,Eukaryota,Arthropoda,,,,,
ZOTU2002,Eukaryota,Arthropoda,,,,,
ZOTU3856,Eukaryota,,,,,,
ZOTU1191,Eukaryota,Arthropoda,,,,,
ZOTU6162,Eukaryota,Arthropoda,,,,,
ZOTU5869,Eukaryota,,,,,,
ZOTU5745,Eukaryota,,,,,,
ZOTU4153,Eukaryota,Arthropoda,,,,,
ZOTU4871,Eukaryota,,,,,,
ZOTU2133,Eukaryota,,,,,,
ZOTU1088,Eukaryota,Arthropoda,,,,,
ZOTU254,Eukaryota,,,,,,
ZOTU5613,Eukaryota,,,,,,
ZOTU2930,Eukaryota,,,,,,
ZOTU6635,Eukaryota,Arthropoda,Insecta,Coleoptera,Scirtidae,Elodes,Elodes_marginata
ZOTU5644,Eukaryota,,,,,,
ZOTU3991,Eukaryota,,,,,,
ZOTU4009,Eukaryota,,,,,,
ZOTU1692,Eukaryota,Arthropoda,,,,,
ZOTU6643,Eukaryota,,,,,,
ZOTU1706,Eukaryota,Annelida,Clitellata,Haplotaxida,Tubificidae,Nais,Nais_elinguis
ZOTU6314,Eukaryota,,,,,,
ZOTU1057,Eukaryota,Arthropoda,Insecta,Hemiptera,,,
ZOTU5504,Eukaryota,,,,,,
ZOTU3802,Eukaryota,Annelida,Clitellata,Haplotaxida,Lumbricidae,Lumbricus,Lumbricus_rubellus
ZOTU1441,Eukaryota,,,,,,
ZOTU153,Eukaryota,,,,,,
ZOTU843,Eukaryota,,,,,,
ZOTU6296,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU2067,Eukaryota,,,,,,
ZOTU6634,Eukaryota,Arthropoda,,,,,
ZOTU3194,Eukaryota,Arthropoda,,,,,
ZOTU734,Eukaryota,,,,,,
ZOTU4336,Eukaryota,Arthropoda,,,,,
ZOTU922,Eukaryota,,,,,,
ZOTU5295,Eukaryota,,,,,,
ZOTU5400,Eukaryota,,,,,,
ZOTU5392,Eukaryota,,,,,,
ZOTU5414,Eukaryota,,,,,,
ZOTU4238,Eukaryota,Arthropoda,,,,,
ZOTU1062,Eukaryota,,,,,,
ZOTU3139,Eukaryota,,,,,,
ZOTU2180,Eukaryota,,,,,,
ZOTU2885,Eukaryota,,,,,,
ZOTU1736,Eukaryota,Arthropoda,,,,,
ZOTU3329,Eukaryota,,,,,,
ZOTU4061,Eukaryota,,,,,,
ZOTU895,Eukaryota,,,,,,
ZOTU1817,Eukaryota,,,,,,
ZOTU3138,Eukaryota,Arthropoda,,,,,
ZOTU1986,Eukaryota,,,,,,
ZOTU6105,Eukaryota,,,,,,
ZOTU554,Eukaryota,,,,,,
ZOTU6567,Eukaryota,Arthropoda,,,,,
ZOTU1622,Eukaryota,Chordata,Mammalia,Bovidae,Bos,Bos_taurus,
ZOTU3803,Eukaryota,,,,,,
ZOTU5856,Eukaryota,Annelida,Clitellata,Haplotaxida,Tubificidae,Nais,Nais_communis
ZOTU6613,Eukaryota,,,,,,
ZOTU2944,Eukaryota,,,,,,
ZOTU1073,Eukaryota,,,,,,
ZOTU6292,Eukaryota,,,,,,
ZOTU1557,Eukaryota,,,,,,
ZOTU5442,Eukaryota,,,,,,
ZOTU4356,Eukaryota,,,,,,
ZOTU6038,Eukaryota,,,,,,
ZOTU2690,Eukaryota,Arthropoda,Insecta,,,,
ZOTU5707,Eukaryota,,,,,,
ZOTU4387,Eukaryota,,,,,,
ZOTU6318,Eukaryota,,,,,,
ZOTU5346,Eukaryota,,,,,,
ZOTU2097,Eukaryota,Arthropoda,,,,,
ZOTU5547,Eukaryota,Annelida,Clitellata,Haplotaxida,Tubificidae,Nais,Nais_communis
ZOTU6058,Eukaryota,,,,,,
ZOTU5009,Eukaryota,,,,,,
ZOTU2430,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU6273,Eukaryota,,,,,,
ZOTU4126,Eukaryota,,,,,,
ZOTU5492,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Epeorus,Epeorus_assimilis
ZOTU3829,Eukaryota,,,,,,
ZOTU5802,Eukaryota,,,,,,
ZOTU6349,Eukaryota,,,,,,
ZOTU3764,Eukaryota,,,,,,
ZOTU570,Eukaryota,,,,,,
ZOTU5480,Eukaryota,,,,,,
ZOTU5384,Eukaryota,Arthropoda,,,,,
ZOTU4246,Eukaryota,,,,,,
ZOTU3777,Eukaryota,,,,,,
ZOTU6173,Eukaryota,,,,,,
ZOTU3036,Eukaryota,,,,,,
ZOTU5189,Eukaryota,,,,,,
ZOTU6261,Eukaryota,Arthropoda,,,,,
ZOTU539,Eukaryota,,,,,,
ZOTU1138,Eukaryota,,,,,,
ZOTU3428,Eukaryota,Arthropoda,,,,,
ZOTU4262,Eukaryota,Arthropoda,Insecta,,,,
ZOTU5776,Eukaryota,,,,,,
ZOTU1222,Eukaryota,,,,,,
ZOTU4925,Eukaryota,Arthropoda,,,,,
ZOTU2119,Eukaryota,,,,,,
ZOTU870,Eukaryota,Arthropoda,,,,,
ZOTU4323,Eukaryota,,,,,,
ZOTU2297,Eukaryota,Arthropoda,,,,,
ZOTU5018,Eukaryota,,,,,,
ZOTU3295,Eukaryota,,,,,,
ZOTU3930,Eukaryota,,,,,,
ZOTU4244,Eukaryota,,,,,,
ZOTU3727,Eukaryota,Arthropoda,,,,,
ZOTU2467,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,Eukiefferiella_claripennis
ZOTU2861,Eukaryota,,,,,,
ZOTU5034,Eukaryota,,,,,,
ZOTU449,Eukaryota,Rotifera,Monogononta,Ploima,Brachionidae,Keratella,Keratella_cochlearis
ZOTU1658,Eukaryota,,,,,,
ZOTU3398,Eukaryota,,,,,,
ZOTU2633,Eukaryota,,,,,,
ZOTU5732,Eukaryota,Mollusca,Bivalvia,Veneroida,Corbiculidae,Corbicula,Corbicula_fluminalis
ZOTU2694,Eukaryota,,,,,,
ZOTU5938,Eukaryota,Arthropoda,,,,,
ZOTU1772,Eukaryota,,,,,,
ZOTU5580,Eukaryota,Arthropoda,Insecta,,,,
ZOTU6478,Eukaryota,,,,,,
ZOTU1645,Eukaryota,,,,,,
ZOTU6165,Eukaryota,,,,,,
ZOTU6625,Eukaryota,Arthropoda,,,,,
ZOTU970,Eukaryota,Arthropoda,Insecta,,,,
ZOTU798,Eukaryota,,,,,,
ZOTU1226,Fungi,,,,,,
ZOTU2415,Eukaryota,,,,,,
ZOTU6285,Eukaryota,Arthropoda,,,,,
ZOTU4928,Eukaryota,,,,,,
ZOTU5269,Eukaryota,,,,,,
ZOTU1151,Eukaryota,,,,,,
ZOTU1173,Eukaryota,,,,,,
ZOTU4769,Eukaryota,Arthropoda,Insecta,Thysanoptera,,,
ZOTU5881,Eukaryota,,,,,,
ZOTU2021,Eukaryota,,,,,,
ZOTU5055,Eukaryota,Arthropoda,,,,,
ZOTU2259,Eukaryota,,,,,,
ZOTU1909,Eukaryota,,,,,,
ZOTU6462,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,Micropsectra_atrofasciata
ZOTU386,Eukaryota,Arthropoda,,,,,
ZOTU3345,Eukaryota,,,,,,
ZOTU1147,Eukaryota,,,,,,
ZOTU5521,Eukaryota,,,,,,
ZOTU2358,Eukaryota,,,,,,
ZOTU5360,Eukaryota,,,,,,
ZOTU1882,Eukaryota,Arthropoda,,,,,
ZOTU6538,Eukaryota,,,,,,
ZOTU709,Eukaryota,,,,,,
ZOTU2122,Eukaryota,,,,,,
ZOTU5714,Eukaryota,Arthropoda,,,,,
ZOTU2426,Eukaryota,,,,,,
ZOTU4443,Eukaryota,,,,,,
ZOTU2406,Eukaryota,,,,,,
ZOTU3950,Eukaryota,Arthropoda,,,,,
ZOTU4684,Eukaryota,,,,,,
ZOTU3601,Eukaryota,,,,,,
ZOTU6264,Eukaryota,Arthropoda,,,,,
ZOTU4467,Eukaryota,,,,,,
ZOTU2706,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Rhithrogena,Rhithrogena_semicolorata
ZOTU4870,Eukaryota,,,,,,
ZOTU6034,Eukaryota,,,,,,
ZOTU5977,Eukaryota,,,,,,
ZOTU3501,Eukaryota,,,,,,
ZOTU4834,Eukaryota,,,,,,
ZOTU1070,Eukaryota,,,,,,
ZOTU6535,Eukaryota,,,,,,
ZOTU2502,Eukaryota,,,,,,
ZOTU3817,Eukaryota,,,,,,
ZOTU5210,Eukaryota,,,,,,
ZOTU2255,Eukaryota,,,,,,
ZOTU6220,Eukaryota,Arthropoda,Insecta,,,,
ZOTU4165,Eukaryota,Arthropoda,,,,,
ZOTU2940,Eukaryota,,,,,,
ZOTU560,Eukaryota,Annelida,Clitellata,Haplotaxida,Tubificidae,Chaetogaster,Chaetogaster_diastrophus
ZOTU1261,Eukaryota,,,,,,
ZOTU4770,Eukaryota,,,,,,
ZOTU5965,Eukaryota,,,,,,
ZOTU4183,Eukaryota,Arthropoda,,,,,
ZOTU6557,Eukaryota,Arthropoda,,,,,
ZOTU3850,Eukaryota,,,,,,
ZOTU317,Eukaryota,,,,,,
ZOTU3470,Eukaryota,,,,,,
ZOTU3490,Eukaryota,,,,,,
ZOTU4962,Eukaryota,,,,,,
ZOTU2147,Eukaryota,,,,,,
ZOTU6047,Eukaryota,Arthropoda,Insecta,,,,
ZOTU3110,Eukaryota,,,,,,
ZOTU6628,Eukaryota,,,,,,
ZOTU5076,Eukaryota,Arthropoda,Insecta,Diptera,,,
ZOTU4685,Eukaryota,,,,,,
ZOTU4586,Eukaryota,,,,,,
ZOTU4887,Eukaryota,,,,,,
ZOTU3567,Eukaryota,Arthropoda,,,,,
ZOTU2166,Eukaryota,,,,,,
ZOTU4390,Eukaryota,,,,,,
ZOTU5391,Eukaryota,Arthropoda,,,,,
