hash,Domain,Phylum,Class,Order,Family,Genus,Species
aadcbb4c5cdd45b4a527f8afdce93265,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II,
ab8313e809b6435dc0e6ddaa2a659c7a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Parvibaculales, f__OCS116_clade, g__OCS116_clade, s__uncultured_organism
adcaa24bcf1faed0dc90151533bfda3f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_IV, g__Clade_IV, s__uncultured_bacterium
b46d14a594f9ec2a29cb2eb092517008,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__HOC36, f__HOC36, g__HOC36, s__Candidatus_Thioglobus
b70dbfee8a99d5c21cb064c79c38f439,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
b92aa6c88a959a21f4daaa2d1369e187,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Parvibaculales, f__OCS116_clade, g__OCS116_clade,
ba329a0f6f666ec1f4f92bf72fbe3612,d__Bacteria,,,,,,
ba9dc735a192ba6d474acc033472f996,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Crocinitomicaceae, g__Fluviicola,
baac0bd24c35da3e5c472ce4c91404ef,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Cyanobium_PCC-6307,
bd378a9e064b36f08010121d9c79cc62,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II,
bdcb8f1a23d1a756c8dd436bfa373fcc,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria, s__uncultured_marine
bdfc9b3b6971ad8a1008dccbab562594,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Magnetospiraceae,,
c17abfa39778ce76b0245daa760acd26,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Magnetospiraceae, g__uncultured,
c633a151622ca2c7620b11911abeface,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade),
c7c02f10a2fa51ce4a9a9d475c5cd907,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B), s__marine_metagenome
c7d4980cf53d3c0b09142150a6360b26,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
cc024d6f87053efb9fd0018a599b9ef4,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II,
cc903491973694dc8e2dda673dc377de,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Microtrichales, f__Microtrichaceae, g__Sva0996_marine_group, s__uncultured_marine
ce000fc4c11ab85e995482634cb54331,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria,,,,
cf536f877b5529c2f7c0ebd5559406c9,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
d0e778b1bf72fa914fb3fdd373433793,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II,
d1be0b959001cd85a44adcce336b9105,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__marine_metagenome
d6bfe2a244258de5a7fb73ab71e8563e,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_bacterium
d7a762b7d6e711ca58c1f9d66cf6237b,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Arctic97B-4_marine_group, f__Arctic97B-4_marine_group, g__Arctic97B-4_marine_group, s__marine_metagenome
d9d320103a57cd7dd9d0f52b65f0c474,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Fokiniaceae, g__MD3-55,
db81ed3b779ab109de548565c0b8ee9a,d__Bacteria,,,,,,
dbc91a8178737648385c9148d59c0d41,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__HOC36, f__HOC36, g__HOC36, s__marine_metagenome
ea57bafc5d07ea61155602fb535630ca,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_IV, g__Clade_IV,
ed2810b8c3c5053544fbea4a4b439c1b,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Marine_Group_II, f__Marine_Group_II, g__Marine_Group_II, s__unidentified_archaeon
ed69bbfd4343792d861343875b49999a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
ef9d1a1fb4c2161c6c799af83519cff8,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade),
f4deaedfab3741f869e409d8495e3b2c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
faa9a08dd0b05a8a86a8c868a1c094c3,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
fbf8b16e5c590ac8aeac7ff08d3a5925,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
fcc340c915a2018e7e59273654b64cf9,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
ff2f4184f1f12911f5e03a7385f41dce,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
ff669a375aa5ab63595a7b08fd1f1935,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
050ee1c20793b80181531696a79a7c7a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Vibrionaceae, g__Grimontia, s__Enterovibrio_pacificus
05fc349aa2e0b754e0e4f9730dd2045d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II, s__unidentified_marine
0c62de263b877bdf3cce307119819981,d__Bacteria,,,,,,
1495985b0a6ecfc41159c717df441960,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS2b_marine_group,
14db193d70b96a5d90e7842fa30683dc,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B),
15d77760278751d1a002cb49e90e8cc2,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Crocinitomicaceae, g__Fluviicola,
19a00c16fb68c9b2bd10361015dc227d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade,,,
1b8f14c7793ab34797b4806b7de11448,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina,
1bc49d72b652bdaf595152c9a55c63f7,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae, g__Synechococcus_CC9902,
201416af975268bf0da61660cb498048,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__uncultured_bacterium
28d856ffbb15294d4b842ac031161585,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria,,,,
29e5b9f465c2182924841471c0ba5561,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group,
29e666a4e8b9f94db5f29ef2ed727f63,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
2e926b0678a7dd15e51e72734aee50b3,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina,
33181841186db69675cec3a575686c85,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_III, g__Clade_III,
33d3e834cc19d05a1cd7bf11820f4f01,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ia,
354c8b1a4f5c37ac4e585549c7ffc9b7,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria, s__uncultured_bacterium
3f9456e921acfce2ec3d6a1ac0ca1e82,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__alpha_proteobacterium
4a4214bfc83d09f39369528531247bbf,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
4b9cab10bce1cc6b7bd6afcbaac6851e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
4d3f039fe9bff588ee423bb361666557,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II, s__uncultured_marine
5445bb649b7311c4b03dcdde844966f7,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina,
5590d23d532b7f283172658abe688f0a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS4_marine_group, s__uncultured_marine
5a13b6ca72c249a4fc0a5058a6534e71,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__Rhodobacteraceae_bacterium
5b8c38b3e3b1b593c582d9819be3ab30,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ia,
602130af594d6dbfba02887508b9697c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Pedosphaerales, f__Pedosphaeraceae, g__SCGC_AAA164-E04, s__bacterium_SH5-3
624df7beaf0f66446775cacbd7098623,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Puniceispirillales, f__SAR116_clade,,
6508044d86796a5a9b28de0afa248428,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
66116dcc5c969eb03c4a8a877a761b1d,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS4_marine_group,
70ff8c295140827116921e627227a6ad,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group, s__uncultured_Flavobacteriales
7267a47f07dcf284bf9d510060a45413,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
754c2b555be7db695390d6708777723a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
7558acb68cfa8557ebe2104db0b9440a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__marine_metagenome
785d60fbb5623c5cbafd1eed0bdcba0c,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Opitutales, f__Puniceicoccaceae, g__Coraliomargarita, s__uncultured_Verrucomicrobia
79e3c5a27a58a2aaece37aa85569186a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade,,,
82dd7696b6b503c653e74d56fbb19a30,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_delta
86ca50c291204c0e78969d71ecd13f42,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__unidentified_marine
95f12ff4608e6932d37cd4cf4ad12b38,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Rickettsiaceae, g__Candidatus_Megaira,
9bd3798812892c227e337cf4b11a5987,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
9d167f5b6de4f8e7b6412a94652a71dc,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_IV, g__Clade_IV, s__metagenome
9e5e622cdf8d295051f74a92edb2bef0,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group,
9eb6b18478691665678f73e370acb6bf,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade),
a180623841161cf281c15829172b8c91,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Litoricolaceae, g__Litoricola, s__uncultured_bacterium
a240ef907e64ee051c7bd313c2f8898b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Puniceispirillales, f__SAR116_clade, g__SAR116_clade, s__marine_metagenome
a2b10d147314bd9e21d2538b6f6a8911,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__metagenome
a3a10ba7e98a8b8a0d8d4ca49f8cd019,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,
a649d01c4a5cf9dddd5728935c409d8a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
abea5692c3eee96733bd9820380f6401,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group,
ace9e5a0a8d7483f839503f21f6a02fc,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Parvibaculales, f__PS1_clade, g__PS1_clade,
b001ea53e459c4addad414b776012a86,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ia, s__uncultured_alpha
b04a05b3b7f686b2db31461fcfb1b34d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Defluviicoccales, f__uncultured, g__uncultured,
b15887bac8d1cfe34ef068ef76966c6f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group,
b73a1ac6edd249498e8b66b711e18c89,d__Bacteria, p__Verrucomicrobiota, c__Kiritimatiellae, o__Kiritimatiellales, f__Kiritimatiellaceae, g__R76-B128, s__marine_metagenome
b796eaa238d01e1972f7367eacba02f3,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group, s__unidentified_marine
bf2c3b9130034c073e2100f44de27d6a,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__Rhodobacteraceae_bacterium
bff2b9465f6839898b523344a8071efd,d__Bacteria,,,,,,
c0445f5925869dc987c89228738449bc,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina, s__uncultured_SAR432
c8c9ccd0e95ad3b7b922565e79dd1b49,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_III, g__Clade_III,
c91297937a7b551a6699380c7fd63d2b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__NS9_marine_group, g__NS9_marine_group, s__uncultured_bacterium
cdfd36ae773f61857702b05b5a1c4358,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria, s__uncultured_bacterium
d1cf7c88301a08c92b05c8b104741ca9,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Tistrellales, f__Tistrellaceae, g__Tistrella, s__uncultured_Rhodospirillaceae
d48c04f5b38edff913cffbe698660bdd,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
dc36d30468cdc15e41bc73f90e67cc5d,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast,
e05a732f0f3dfe4a9d9086b99881335d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ia, s__alpha_proteobacterium
e141983e774dfab0dd81a855d7525ad6,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Puniceispirillales, f__SAR116_clade, g__SAR116_clade,
e19be493cc7fa173c476fe6f65833a07,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__marine_metagenome
e22c5247dc552bd55339d173a99ed4fa,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria, s__marine_metagenome
e67589c29d2227a01894661dddce7d11,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales,,,
e813c90e99493bebd1d714579d298120,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Puniceispirillales, f__SAR116_clade, g__SAR116_clade, s__uncultured_bacterium
ea38db7341c49ec128b51635c20eaf61,d__Bacteria,,,,,,
ee461bd7cbde90e4209a27c374df5e8e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae,,
f2271d2ab6bc632a511a3974fa99453e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Parvibaculales, f__PS1_clade, g__PS1_clade, s__marine_metagenome
f77c9849d8e8a8baa676d607bf49d292,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ib,
f9af1d710f004871d4f84edc246fcd5f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I,,
fbdd6c0ec34c35c68d458b2aaf0b2b7b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS4_marine_group, s__uncultured_Flavobacteriales
06d33ab9d2466970e107c07064c25231,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_I, g__Clade_Ia,
0828f7bd781938674ca86ceb2babe363,d__Bacteria, p__Bacteroidota, c__Rhodothermia, o__Balneolales, f__Balneolaceae, g__uncultured, s__marine_metagenome
122b24daf57df8a88bc2edbfce8713d9,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_III, g__Clade_III, s__alpha_proteobacterium
2280eb5fae313826c1fa5b5a11060bbb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
258c1db5f630da63938ba71bc3eafd46,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Synechococcales, f__Cyanobiaceae,,
27d937f319a84ce17ba795df1c35902b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Mitochondria, g__Mitochondria,
293885c6039b91795966557dba61a81c,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__marine_metagenome
2e20f58ee985f097e9fbec12e45753cf,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__Rhodobacteraceae_bacterium
351a7690e81a1b25a16cad262892f746,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade,,,
36474d037f027888e16c1402d059a1d8,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
39e96a422bbd65f8f86e74fa1933bf2b,d__Bacteria, p__Chloroflexi, c__Dehalococcoidia, o__SAR202_clade, f__SAR202_clade, g__SAR202_clade, s__metagenome
3b1da4e0ceb838aeaac5751c909a5bbb,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__marine_metagenome
42e77db33b97b198c7a97f7dc4eec32a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__NS9_marine_group, g__NS9_marine_group,
4703bd088d9b5f95657ea6ba038fa753,d__Bacteria,,,,,,
4f585c512e15aa725f772f9b12becd39,d__Bacteria,,,,,,
4ff3d8a5845124103e35b4e202103a2a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__NS9_marine_group, g__NS9_marine_group,
5041e0a84edac3e5cf6be3d24bea4d17,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Puniceispirillales, f__SAR116_clade, g__SAR116_clade, s__uncultured_Rhodospirillaceae
54b17619d1f54baf64372862a4013f56,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
55f861f83bb7d21c1f8fafd94b5b5fc8,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__uncultured_prymnesiophyte
5909b5fb579a1ae43be988bad6f6021e,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Marinobacteraceae, g__Marinobacter,
5a6c04cf9b2795fb396a952e7f492e31,d__Bacteria, p__SAR324_clade(Marine_group_B), c__SAR324_clade(Marine_group_B), o__SAR324_clade(Marine_group_B), f__SAR324_clade(Marine_group_B), g__SAR324_clade(Marine_group_B), s__uncultured_SAR324
5b3f693275d316eadcd80bf33fcb8cb2,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bacteriovoracales, f__Bacteriovoracaceae, g__uncultured, s__marine_metagenome
615eba47b25b757d94a9248ff201c49f,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__uncultured_SAR86
619092ec5070391bf6523bfe815dd888,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade,
6388a55281e7df901e2617cc6800f8dc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group,
651e1f92e5c4e787398b47f04d4900f6,d__Bacteria, p__Bdellovibrionota, c__Bdellovibrionia, o__Bdellovibrionales, f__Bdellovibrionaceae, g__OM27_clade, s__uncultured_marine
687174fdf5df6e38b2a9051443067631,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group,
692fdb9bc5b6d5aaf39e1c0baad54c4e,d__Archaea, p__Thermoplasmatota, c__Thermoplasmata, o__Thermoplasmata, f__Thermoplasmata, g__Marine_Group_III, s__marine_metagenome
6aadf13825cf0e6f7a92baecf6b495ec,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Flavobacteriales, f__Flavobacteriaceae, g__NS5_marine_group,
74870ddef4d30b25dc3e3443c95c6eac,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina,
75773b09ed1c6975130ed4ea5d006c12,d__Bacteria, p__Actinobacteriota, c__Acidimicrobiia, o__Actinomarinales, f__Actinomarinaceae, g__Candidatus_Actinomarina, s__uncultured_SAR432
79ba7a549a413fbdf9823e9ea906a122,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II,
7b68902dce49cb76af974350364c7a8c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group,
806a253a2fe4eabdcfd16a6e21c3e086,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_III, g__Clade_III, s__alpha_proteobacterium
87a58498f3b1c0ca5eeeaca039058322,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__SAR86_clade, f__SAR86_clade, g__SAR86_clade, s__Rhodobacteraceae_bacterium
88fabc0652b117693504e76bb75a76a5,d__Bacteria, p__Actinobacteriota, c__Actinobacteria, o__Micrococcales, f__Microbacteriaceae,,
8e6d4fec2b2e71f31d41b83feac1da57,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__unidentified_marine
9004c13548dfe9a351f43299fea1c1ea,d__Bacteria, p__Margulisbacteria, c__Margulisbacteria, o__Margulisbacteria, f__Margulisbacteria, g__Margulisbacteria,
9089bd5a41e469f415480593ddbaad05,d__Bacteria, p__Verrucomicrobiota, c__Verrucomicrobiae, o__Verrucomicrobiales, f__Rubritaleaceae, g__Rubritalea, s__uncultured_bacterium
90b45a6503c783d86c0e4051a935fc17,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia,,,,
944587c0727b29626cc2d2cf6bcd85ad,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade,,,
98fab08556e4444aad9eb7116c59e29a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__SAR11_clade, f__Clade_II, g__Clade_II, s__unidentified_marine
a1f5155d2277bd3988947408d387d8c0,d__Bacteria, p__Marinimicrobia_(SAR406_clade), c__Marinimicrobia_(SAR406_clade), o__Marinimicrobia_(SAR406_clade), f__Marinimicrobia_(SAR406_clade), g__Marinimicrobia_(SAR406_clade), s__uncultured_bacterium
a300a5e5db9960a860ea9450efd35de5,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__AEGEAN-169_marine_group, g__AEGEAN-169_marine_group, s__metagenome
aaec5bce8717ec2e2c45b34ee0c38c9f,d__Bacteria, p__Planctomycetota, c__Planctomycetes, o__Pirellulales, f__Pirellulaceae, g__Blastopirellula, s__uncultured_marine
b0bc1f2c194c184733013b2d843d6888,d__Bacteria, p__Cyanobacteria, c__Cyanobacteriia, o__Chloroplast, f__Chloroplast, g__Chloroplast, s__unidentified_rhodophyte
b1b1f14de44dd248d5f7c438f83f522f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Defluviicoccales, f__uncultured, g__uncultured, s__unidentified_marine
