,Lasker18Sc122_3_D0052_VV,Lasker18Sc122_5_D0053_VV,Lasker18Sc122_17_D0057_VV,Lasker18Sc122_19_D0058_VV,Lasker18Sc123_3_D0063_VV,Lasker18Sc123_5_D0064_VV,Lasker18Sc123_17_D0068_VV,Lasker18Sc123_19_D0069_VV,Lasker18Sc124_3_D0073_VV,Lasker18Sc124_5_D0074_VV,Lasker18Sc124_17_D0078_VV,Lasker18Sc124_19_D0079_VV,Lasker18Sc126_3_D0085_VV,Lasker18Sc126_5_D0086_VV,Lasker18Sc126_17_D0090_VV,Lasker18Sc127_3_D0095_VV,Lasker18Sc127_5_D0096_VV,Lasker18Sc127_17_D0100_VV,Lasker18Sc127_19_D0101_VV,Lasker18Sc128_3_D0105_VV,Lasker18Sc128_7_D0107_VV,Lasker18Sc128_16_D0110_VV,Lasker18Sc128_19_D0111_VV,Lasker18Sc129_3_D0116_VV,Lasker18Sc129_5_D0117_VV,Lasker18Sc129_17_D0121_VV,Lasker18Sc129_19_D0122_VV,Lasker18Sc130_3_D0127_VV,Lasker18Sc130_5_D0128_VV,Lasker18Sc130_17_D0132_VV,Lasker18Sc130_19_D0133_VV,Lasker18Sc132_3_D0137_VV,Lasker18Sc132_5_D0138_VV,Lasker18Sc132_17_D0142_VV,Lasker18Sc132_19_D0143_VV,Lasker18Sc133_3_D0147_VV,Lasker18Sc133_5_D0148_VV,Lasker18Sc133_17_D0152_VV,Lasker18Sc133_19_D0153_VV,Lasker18Sc134_3_D0158_VV,Lasker18Sc134_5_D0159_VV,Lasker18Sc134_17_D0163_VV,Lasker18Sc134_19_D0164_VV,Lasker18Sc135_17_D0173_VV,Lasker18Sc135_19_D0174_VV,Lasker18Sc145_3_D0219_VV,Lasker18Sc145_5_D0220_VV,Lasker18Sc145_17_D0224_VV,Lasker18Sc145_19_D0225_VV,Lasker18Sc150_3_D0229_VV,Lasker18Sc150_5_D0230_VV,Lasker18Sc150_17_D0234_VV,Lasker18Sc150_19_D0235_VV,Lasker18Sc151_3_D0240_VV,Lasker18Sc151_5_D0241_VV,Lasker18Sc151_17_D0245_VV,Lasker18Sc151_19_D0246_VV,Lasker18Sc153_3_D0250_VV,Lasker18Sc153_5_D0251_VV,Lasker18Sc153_17_D0255_VV,Lasker18Sc153_19_D0256_VV,Lasker18Sc154_3_D0260_VV,Lasker18Sc154_5_D0261_VV,Lasker18Sc154_17_D0265_VV,Lasker18Sc154_19_D0266_VV,Lasker18Sc158_3_D0270_VV,Lasker18Sc158_5_D0271_VV,Lasker18Sc158_17_D0275_VV,Lasker18Sc158_19_D0276_VV
ASV_52,1,7,50,125,10,38,0,0,4,0,103,22,0,0,0,0,0,0,0,0,0,34,19,12,56,21,25,0,89,2,0,15,5,0,0,11,0,0,0,5,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_53,0,7,2,0,4,0,1,0,0,0,0,0,0,0,2,0,0,98,41,0,0,0,0,2,1,1,0,0,0,0,42,0,0,15,4,3,0,157,0,821,0,20,248,0,308,0,0,15713,25767,0,0,0,0,0,0,2,2,0,5,0,0,0,1,0,0,0,0,0,0
ASV_54,58,29,3706,3364,5,7,1,0,0,10,109,95,0,0,35,0,4,42,12,0,0,528,471,0,2,124,134,60,121,129,143,11,14,13,17,36,14,4,18,72,136,15,1,6,2,28,17,0,0,108,178,35,23,21,41,12,26,78,195,1,0,34,17,55,29,35,47,29,21
ASV_55,6,25,85,91,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,18,53,1008,1600,14,34,41,39,8,0,9,0,92,43,3,4,5199,5073,24,15,0,0,36,183,30,35,260,0,8,13,113,74,6,6,0,21,32,18,27,24,39,1
ASV_56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,352,0,0,0,0,5,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
ASV_57,29,50,1426,1404,6,11,3,3,0,1,937,657,0,9,310,4,19,498,148,9,14,2565,2113,5,7,862,714,98,97,38,70,17,46,9,6,44,15,4,3,105,94,2,0,2,0,31,25,0,0,127,192,31,23,63,1,14,21,62,153,0,0,32,28,77,71,52,29,34,15
ASV_58,0,1,0,0,6,2,0,0,0,0,562,316,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,8,4,1,5,0,0,0,0,7,12,0,0,19,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,3,3,0,0,0,0,7,0,29,4,0,0
ASV_59,0,0,0,0,0,0,23,758,0,0,0,0,0,0,36,0,0,88,7,0,0,30,2,0,0,1,331,0,0,106,123,0,0,149,790,0,0,86,205,0,0,66,80,630,456,2,0,215,352,0,0,1829,1073,0,0,684,1506,0,26,1745,2480,1,0,1761,516,0,10,1216,628
ASV_60,0,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,3,203,155,1,1,2270,1930,65,53,1633,379,391,646,4714,5334,109,73,18,159,96,845,10,14,227,167,0,83,24,30,62,30,12,8,0,10,290,1469,16,16,194,120
ASV_61,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,9,26,4,9,0,0,0,0,21,5,19,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,35,18,0,0,0,0,0,0,4,0,0,0
ASV_63,9,80,27,71,87,252,0,0,0,11,3,4,12,10,3,11,82,0,0,0,0,49,35,9,20,76,44,257,433,10,10,119,210,19,9,208,214,12,16,154,77,3,0,17,0,281,43,0,0,331,356,43,18,93,86,141,30,313,365,0,0,160,28,92,9,192,104,25,37
ASV_64,1,0,0,0,38,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,3,0,0,800,704,0,0,0,3,0,0,0,0,0,0,0,0,0,58,0,0,14,22,28,0,20,2,0,0,286,28,0,0,3,504,0,0,905,0,0,0
ASV_65,235,601,0,0,52,210,0,0,108,266,0,0,255,169,0,177,424,0,0,73,176,0,0,59,95,0,0,225,295,0,1,223,187,0,0,202,220,0,0,99,92,0,0,0,0,188,110,0,0,193,243,39,9,350,228,5,5,149,144,0,0,131,157,25,24,112,57,1,5
ASV_66,0,0,29,77,3,2,0,4,0,0,0,0,1,4,1,0,0,0,1,0,0,2,0,0,0,6,0,6,2,103,109,0,14,125,117,17,2,58,178,72,84,132,111,282,161,0,0,124,186,13,5,318,158,0,0,2306,1783,4,9,890,1231,0,2,414,297,31,106,1074,599
ASV_67,0,2,110,110,9,22,52,5,1,0,4,0,0,9,48,0,0,64,60,0,0,61,65,49,134,179,112,119,48,81,21,25,33,52,56,53,49,149,275,411,539,42,3,99,57,30,17,0,0,15,106,45,59,0,0,11,22,24,68,42,57,24,55,327,138,77,65,43,48
ASV_68,0,4,2,0,3,4,8,3,0,12,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,5,13,5,4,261,258,18,21,9458,9163,27,42,179,179,39,22,10,1,1550,3683,13,7,992,774,0,0,227,212,4,4,73,99,2,0,2918,1654,2,5,430,321
ASV_69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
ASV_70,137,146,0,0,1,28,0,0,19,96,0,0,18,16,0,9,0,0,0,0,0,0,0,37,100,0,0,5,0,0,0,25,13,0,0,3,7,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
ASV_72,2,0,0,0,446,1106,0,0,1,33,0,0,189,148,0,235,412,0,0,38,91,0,0,2,0,0,0,312,1017,0,0,243,202,0,1,59,225,35,3,44,47,0,1,0,0,71,24,12,0,68,158,17,19,172,268,77,13,190,154,3,0,158,114,22,56,283,165,1,5
ASV_73,0,0,96,96,0,0,0,0,0,0,676,622,0,0,11,0,0,16,13,0,0,142,99,1,0,107,114,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_74,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,30,210,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_76,2,117,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,150,0,1,0,0,0,0,0,0,0,0,0,0,0,3042,0,274,144,0,480,0,0,2,0,0,0
ASV_77,0,0,0,0,7,80,16,13,0,13,23,4,0,2,16,0,2,28,57,4,8,226,144,5,7,411,419,0,0,3,1,0,0,1,10,0,0,3,13,0,4,3,13,3,0,0,0,0,2,0,0,15,9,0,0,17,25,0,0,1,0,0,0,85,27,0,0,4,9
ASV_78,276,840,0,0,112,342,0,2,294,735,0,0,900,696,0,506,1634,0,0,197,382,0,0,35,66,4,0,300,712,0,0,419,443,0,0,375,483,3,2,45,21,0,0,0,0,260,136,0,0,239,282,52,16,618,365,11,7,293,196,2,1,261,255,118,101,125,24,9,2
ASV_79,0,0,1,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,0,0,64,59,0,0,0,76,0,0,1,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,487,0,0,0,1,0,0,0,0,0,0,1,0
ASV_80,94,200,0,2,27,40,0,0,25,104,0,0,164,65,0,123,227,0,0,29,105,0,0,5,19,0,0,148,174,0,0,258,265,0,0,287,286,6,0,27,27,0,1,0,0,195,96,0,0,193,196,6,12,332,102,6,2,84,111,0,1,213,151,27,0,39,11,0,4
ASV_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,2085,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_84,0,0,0,0,0,5,0,0,0,0,9,6,0,0,0,0,0,0,1,0,6,14,12,5,4,55,68,0,0,2,0,0,0,0,0,2,6,0,0,31,32,1,0,0,0,0,0,0,0,2,2,20,7,0,2,2,2,1,1,0,0,1,0,13,7,3,0,6,3
ASV_85,0,3,187,142,2,6,7,3,0,3,31,25,1,0,53,0,0,11,14,0,0,367,295,8,17,81,16,40,31,3,2,10,4,2,7,12,16,7,15,67,93,12,3,0,1,22,7,0,0,67,65,17,25,13,7,0,0,49,81,0,0,4,9,36,32,25,27,14,6
ASV_86,36,83,0,0,41,75,0,0,25,55,0,0,124,107,0,88,245,0,0,30,110,0,0,17,21,0,0,90,145,0,0,163,97,0,0,65,97,0,0,40,18,0,0,0,0,115,55,0,0,80,108,7,3,218,124,3,3,48,47,0,2,85,72,8,10,56,22,1,0
ASV_87,1,0,0,0,146,366,0,1,10,26,0,0,96,26,0,198,423,0,0,0,6,0,2,1,10,0,0,39,107,0,0,249,242,0,0,136,82,0,1,0,0,0,0,0,0,124,57,0,0,26,136,0,0,971,710,0,0,36,37,0,0,218,356,0,0,18,8,0,0
ASV_88,200,358,2,0,6,104,0,0,42,14,0,0,210,16,0,132,260,0,0,4,0,0,0,4,0,18,0,134,146,0,12,97,72,12,12,110,178,26,0,218,553,3,0,0,0,180,105,0,0,185,98,0,0,0,128,0,0,255,223,0,0,158,121,0,0,341,89,16,6
ASV_89,24,27,0,1,328,968,0,0,0,0,1,0,23,0,0,1,3,0,0,0,1,0,0,0,4,0,0,398,712,0,0,311,304,3,0,214,276,26,2,47,28,0,1,0,0,461,321,0,0,607,559,13,42,186,248,64,0,301,277,0,1,473,468,10,36,992,459,6,3
ASV_90,0,0,492,551,0,0,13,11,0,0,7,8,0,0,11,0,0,4,4,6,0,208,139,0,0,44,42,1,11,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,2,0,0
ASV_92,0,0,1,0,33,1,0,0,1,0,0,0,2,0,0,3,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,841,30,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,105,0,0,0,1526,0,0,0,0,0,0,2,3,0,0,0,0,0,0
ASV_93,11,75,0,0,48,181,0,0,6,2,0,0,314,247,0,227,184,0,0,0,36,0,0,5,1,0,0,215,336,0,0,999,916,0,0,377,679,0,0,53,43,0,0,0,0,229,107,0,0,230,557,24,11,418,606,0,0,167,121,0,0,439,308,5,0,83,33,0,0
ASV_96,7,20,4,2,0,10,9,5,7,9,0,0,0,0,0,2,10,7,2,0,0,0,0,0,6,10,2,40,52,141,238,19,4,194,215,19,16,5,3,238,252,149,61,211,86,2,21,93,262,16,45,475,275,0,0,351,707,10,30,52,20,14,3,2054,1285,30,37,1113,808
ASV_97,0,0,71,112,9,14,260,178,0,0,17,4,15,0,163,0,0,161,32,0,0,1031,897,0,22,706,728,39,2,5,28,47,9,0,0,0,0,1,0,18,3,0,0,0,2,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,10,0
ASV_98,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13,3,0,44,11,0,0,9,6,0,1,2,0,0,0,17,39,0,0,3,4
ASV_100,0,0,0,6,0,0,0,0,0,0,0,3,0,0,1,3,0,0,1,0,1,21,6,0,0,17,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
ASV_101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3030,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_102,3,4,2,0,2,9,1,3,0,1,0,0,1,4,0,3,0,3,1,0,2,0,2,3,0,1,0,7,14,2,5,5,3,138,142,49,56,9255,9270,269,242,119,65,23,6,26,17,595,1858,124,166,3948,2292,12,6,221,163,20,32,166,268,11,5,4945,3327,26,31,2155,1164
ASV_103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,10,0,8,14,5,0,3,3,4,3,0,12,0,0,25,13,0,0,96,70,7,2,4,18,0,0,4,26,10,15,8,13
ASV_104,0,1,48,40,7,52,7,1,0,0,1,1,0,0,1,0,0,3,0,0,0,9,12,2,7,12,4,5,13,2,0,3,8,7,5,27,4,18,13,298,265,1,0,0,0,14,0,0,0,28,73,28,21,0,0,4,0,15,10,1,0,2,0,11,18,29,35,11,19
ASV_105,0,0,0,0,0,0,0,0,0,2,8,5,2,0,2,0,4,0,2,0,0,20,14,0,6,26,33,2,8,0,0,0,3,0,0,4,0,0,0,30,19,3,0,0,0,3,5,0,11,4,0,10,8,0,3,16,5,5,4,0,0,4,0,4,12,2,10,1,4
ASV_106,55,207,1998,1594,4,1,10,9,2,9,20,0,26,6,837,94,132,3650,2320,15,9,2959,2457,13,20,1904,1944,0,0,195,321,0,0,4,4,0,0,0,0,0,0,0,0,37,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8,4
ASV_109,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,7,7,3,1,2,10,1,0,4,2,3,2,23,22,0,0,12,2,2,0,0,0,13,19,6,5,3,1,9,1,6,4,2,2,0,0,16,18,8,10,0,5
ASV_110,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0,50,6,33,4,6,10,0,0,15,0,9,34,17,0,0,21,0,0,0,39,0,0,0,0,0,0,70,0,6,0,11,5
ASV_111,0,296,0,0,8,0,0,0,0,0,0,0,4480,0,0,1,1,0,211,0,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,2,0,0,0,0,0,556,0,0,0
ASV_112,0,0,0,6,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0
ASV_113,0,72,0,0,0,6,0,0,0,0,0,0,0,9,0,0,201,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,11,15,0,0,0,0,0,0
ASV_115,1,0,115,107,0,0,0,2,0,0,226,282,0,0,49,0,0,2,3,2,0,386,356,2,3,73,20,2,7,0,0,1,14,19,39,8,7,57,69,67,88,133,41,0,0,9,7,23,48,10,11,25,15,6,0,0,0,8,8,0,1,0,0,43,22,4,1,3,4
ASV_116,0,6,3,20,1,9,1,6,0,3,1010,698,0,6,189,0,3,72,58,3,0,113,111,1,6,171,69,27,41,2,4,9,17,21,19,26,10,86,116,352,376,15,0,8,3,24,6,0,1,62,42,45,22,30,0,29,52,12,14,30,15,8,7,82,10,44,38,32,27
ASV_117,0,0,1,0,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,445,171,0,0,2,116,0,0,14,1198,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,185,0,0,448,426,0,0,228,227,0,0,0,0,0,0
ASV_118,0,57,45,117,0,0,4,0,0,0,4,9,0,0,69,0,0,0,16,0,28,737,452,0,0,267,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,10,0,0,0,0,0,0,12,8,0,0,52,93,0,0,34,23,4,0,12,5,128,87,0,0,142,51,0,0,3,2,8,12,42,28,0,0,110,64,11,10,13,12,0,0,113,28,17,0,20,19
ASV_122,0,0,0,0,0,0,69,1,0,0,11,0,0,0,58,0,0,853,0,0,0,9,0,34,654,468,16,0,0,0,60,0,0,0,0,0,0,184,110,2464,454,0,0,475,362,4159,1,1,744,150,0,0,0,0,0,2,2,2,0,2,30,0,0,1,14,0,22,1,205
ASV_123,58,13,0,29,4,27,70,139,0,0,0,0,0,26,7,2,2,38,11,1,0,0,0,2,13,9,7,0,0,40,89,0,0,15,7,21,26,312,505,0,12,8,0,302,104,0,0,2,9,31,12,774,510,3,0,425,1307,44,83,197,138,0,0,758,1175,40,17,392,424
ASV_124,1,3,36,33,7,10,7,5,0,4,2,2,8,2,0,1,11,0,0,0,0,7,13,12,14,0,3,22,37,350,114,31,12,157,65,26,10,44,82,121,243,28,7,347,449,19,28,0,0,3,116,216,125,1,2,199,228,9,58,184,411,45,8,318,180,55,118,140,122
ASV_127,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,386,827,0,658,84,3564,3,737,381,0,0,0,412,0,700,4131,0,0,45,0,0,0,0,1,4,0,6754,4,1,0,35,2847,0,0,5,270
ASV_128,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,1,0,0,98,100,0,0,41,20,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_129,1,28,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_130,1,3,0,0,3,4,0,0,0,3,12,3,84,61,10,46,121,7,16,16,82,49,20,5,2,51,98,22,12,3,0,2,1,3,4,0,1,0,0,16,11,4,0,0,0,0,2,0,0,12,8,0,0,0,10,0,0,5,6,0,0,0,0,16,18,12,1,0,0
ASV_131,0,0,0,0,7,36,0,0,1,11,0,0,32,21,0,18,59,0,0,11,20,0,0,0,3,0,0,22,27,0,0,26,22,0,0,9,14,0,0,3,3,0,0,0,0,13,10,0,0,19,14,0,0,65,20,0,0,0,9,0,0,15,28,0,4,14,3,0,0
ASV_132,321,342,0,0,89,235,0,0,274,313,0,0,398,273,0,202,309,0,0,122,283,0,0,26,28,0,0,134,274,0,0,280,226,0,0,108,205,0,0,20,25,0,0,0,0,231,155,0,0,127,243,5,0,255,96,0,0,80,96,0,0,185,197,6,3,52,63,14,1
ASV_134,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,2,6,0,4,64,76,0,0,35,23,8,0,9,0,282,234,5,0,39,7,9,59,20,55,252,219,2009,1352,4,0,1436,1530,160,129,121,148,9,11,927,715,195,624,839,510
ASV_136,0,0,0,0,0,0,0,0,0,3767,1,1,0,2481,2,5354,0,0,0,1709,70,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2878,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_137,37,0,83,140,11,97,3,0,0,0,86,58,0,0,42,0,0,55,51,0,0,101,52,47,47,263,271,30,15,6,3,61,53,0,0,0,0,13,3,2,45,0,1,0,0,84,13,0,0,0,0,0,0,0,0,0,0,28,4,0,0,34,45,0,56,6,1,0,0
ASV_138,23,85,0,0,64,150,0,0,26,89,0,0,110,85,0,70,227,0,0,36,83,0,0,10,20,0,0,86,131,0,0,96,122,0,0,80,66,0,0,40,22,0,0,0,0,69,58,0,0,78,124,5,1,230,147,0,0,46,28,0,0,73,133,20,5,60,17,0,0
ASV_141,44,103,0,0,58,148,4,0,35,94,0,0,133,120,0,118,280,0,0,52,119,0,0,4,21,0,0,98,158,0,0,143,133,0,0,84,73,0,0,38,25,0,0,0,0,96,69,0,0,75,89,4,2,152,108,0,3,51,40,0,0,96,96,13,4,62,44,3,0
ASV_143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,3,2
ASV_149,282,455,0,0,59,142,0,0,247,427,0,0,329,200,0,162,290,0,0,134,270,0,0,27,43,0,0,217,198,0,1,207,202,0,0,119,209,0,0,32,50,0,0,0,0,171,131,0,0,81,154,0,0,34,122,0,20,72,142,0,2,158,107,4,0,62,69,0,0
ASV_150,2,37,0,0,0,0,0,0,0,8,0,0,13,8,0,12,0,0,0,0,1,0,0,0,0,0,0,21,56,0,0,70,3,0,0,88,80,0,0,5,8,0,0,0,0,9,17,0,0,6,52,0,0,7,115,1,0,10,0,0,0,47,48,0,0,0,5,0,1
ASV_151,9,0,18,24,29,57,132,91,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,16,7,0,0,16,6,0,0,4,5,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,25,38,0,0,45,171,0,4,4,20,0,0,36,57,1,7,22,16
ASV_154,17,68,4,4,13,87,0,0,54,117,0,0,20,24,3,19,20,0,0,0,0,2,0,179,173,14,4,150,159,4,8,45,131,0,0,34,74,0,4,106,100,0,2,0,5,71,58,0,0,206,114,6,13,184,26,4,14,80,91,0,14,71,47,21,21,128,70,7,9
ASV_155,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,146,1466,0,0,1,9,20,0,0,0,18,0,0,0,253,67,2,0,0,0,0,0,157,133,0,0,28,267,6,0,34,3,0,0,442,118,17,2,54,34
ASV_156,0,0,14,4,0,1,1,4,0,0,1,4,0,1,1,0,0,0,1,0,0,0,5,1,0,6,2,0,2,846,307,0,13,758,438,14,14,419,332,311,431,373,346,1202,1118,21,18,7,93,9,92,1052,826,0,0,1876,1584,10,17,1583,1693,0,0,976,654,66,338,1097,791
ASV_157,0,0,0,0,0,0,7,10,0,0,0,0,0,1,0,1,4,5,3,0,0,0,1,0,0,6,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,10
ASV_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,519,0,0,6944,7,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_159,0,0,0,8,0,10,0,0,0,0,366,247,0,0,0,0,0,0,0,0,0,4,3,2,0,11,8,2,28,0,0,6,0,0,0,1,10,0,0,7,8,0,0,0,0,5,11,0,0,100,58,6,0,0,0,0,0,75,19,7,0,0,0,24,0,20,10,0,2
ASV_160,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092,6,0,0,0,54,0,0,0,0,0,0,0,34,0,0,0,1,0,0,3,0,0,0,0,0,74,13,0,0,350,427,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_161,6,7,22,35,21,44,17,3,0,0,0,0,0,0,3,0,1,0,2,0,0,5,1,13,46,4,3,385,352,9,21,220,224,60,45,189,111,198,309,551,948,39,14,21,8,376,164,0,0,349,481,76,102,255,413,49,80,221,291,111,203,146,163,198,185,521,449,99,49
ASV_162,50,133,0,0,33,102,0,0,30,56,0,0,107,102,0,102,200,0,0,17,130,0,0,10,20,0,0,129,78,0,0,116,128,0,0,121,108,0,0,25,28,0,0,0,0,175,94,0,0,47,122,0,0,179,238,0,0,61,10,0,0,146,204,0,0,30,45,0,0
ASV_163,23,22,0,0,9,4,0,0,0,0,0,0,44,48,0,34,98,0,0,8,39,0,0,0,0,0,0,60,0,0,0,33,0,0,0,16,21,0,0,0,1,0,0,0,0,64,0,0,0,34,0,0,1,461,1,0,0,11,0,0,0,0,10,0,0,12,2,0,0
ASV_165,0,0,0,0,0,0,0,0,14,10,0,0,30,0,0,13,43,0,0,8,108,0,0,0,0,0,0,26,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,33,0,0,0,109,0,0,0,0,6,0,0
ASV_166,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,3,42,8,9,2,22,58,4,0,24,24,106,71,17,13,30,11,0,0,33,37,8,44,393,225,35,0,194,101,22,0,153,269,7,0,100,266,3,57,113,97
