ASV ID	CN18FESPkoa_SC24	CN18FESPkoa_SC26	CN18FESPkoa_SC29	CN18FESPkoa_SC30	CN18FESPkoa_SC31	CN18FESPkoa_SC32	CN18FESPkoa_SC34	CN18FESPkoa_SC37	CN18FESPkoa_SC40	CN18FESPkoa_SC41	CN18FESPkoa_SC43	CN18FESPkoa_SC44	CN18FESPkoa_SC46	CN18FESPkoa_SC47	CN18FESPkoa_SC49	CN18FESPkoa_SC52	CN18FESPkoa_SC53	CN18FESPkoa_SC55	CN18FESPkoa_SC56	CN18FESPkoa_SC57	CN18FESPkoa_SC58	CN18Fc12_8_eDNA	CN18Fc19_5_eDNA	CN18Fc21_6_eDNA	CN18Fc22_6_eDNA	CN18Fc24_6_eDNA	CN18Fc25_5_eDNA	CN18Fc27_4_eDNA	CN18Fc29_6_eDNA	CN18Fc30_4_eDNA	CN18Fc32_4_eDNA	CN18Fc33_5_eDNA	CN18Fc35_5_eDNA	CN18Fc36_6_eDNA	CN18Fc38_5_eDNA	CN18Fc40_6_eDNA	CN18Fc41_6_eDNA	CN18Fc43_5_eDNA	CN18Fc44_8_eDNA	CN18Fc46_8_eDNA	CN18Fc47_6_eDNA	CN18Fc49_6_eDNA	CN18Fc51_5_eDNA	CN18SESPkoa_SC36	CN18SESPkoa_SC37	CN18SESPkoa_SC39	CN18SESPkoa_SC40	CN18SESPkoa_SC41	CN18SESPkoa_SC42	CN18SESPkoa_SC44	CN18SESPkoa_SC45	CN18SESPkoa_SC47	CN18SESPkoa_SC49	CN18Sc09_2_eDNA	CN18Sc10_2_eDNA	CN18Sc14_2_eDNA	CN18Sc14_8_eDNA	CN18Sc15_2_eDNA	CN18Sc15_8_eDNA	CN18Sc18_2_eDNA	CN18Sc18_8_eDNA	CN18Sc27_2_eDNA	CN18Sc27_8_eDNA
ASV_98	2	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_99	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	242	2	220	2	2	4	17	14	11	7	5	5	10	5	2	16	4	15	1	5
ASV_100	158	25	26	24	31	89	69	93	73	67	59	55	69	34	38	73	53	61	22	36	43	100	45	62	53	42	37	49	24	33	28	47	21	27	31	101	80	56	52	38	15	45	153	31	0	18	0	44	6	48	1	0	1	0	1	5	6	5	258	14	23	4	103
ASV_101	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	12	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_102	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
ASV_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	69	0	59	0	72	99	53	116	112	105	19	90	0	79	0	148	0
ASV_104	87	19	46	45	97	46	81	78	69	86	68	49	106	39	55	67	111	91	64	151	119	103	110	90	123	83	66	121	177	91	43	64	52	77	72	92	95	101	81	55	13	70	121	114	3	42	15	46	25	64	18	42	26	45	27	30	56	32	86	63	30	23	16
ASV_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	31	1	0	0	0	1	0	1	2	0	0	0	0	0	1	0
ASV_106	152	18	77	77	28	12	17	62	55	5	12	2	6	6	3	1	19	3	6	6	5	10	9	11	15	8	3	10	5	6	1	9	3	17	33	24	9	12	19	50	27	107	148	227	2	82	2	11	1	47	1	3	2	8	7	0	14	4	33	6	33	7	7
ASV_107	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	258	1	22	3	69	4	2	6	5	4	5	0	0	9	0	1	0	0
ASV_108	0	0	0	32	0	0	0	0	155	0	422	3	139	0	0	0	0	1	0	0	0	13	0	16	0	0	5547	1	1	0	0	0	0	509	0	0	0	0	0	0	153	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_109	40	6	2	2	0	0	2	0	1	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	1	3	0	1	0	0	0	0	0	0	0	6	0	13	62	91	0	65	3	265	2	347	0	0	0	0	1	2	3	1	238	7	6	3	71
ASV_110	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	76	0	0	0	18	6	0	21	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	73	8	0	0	0	0
ASV_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	0	78	0	83	0	79	112	39	122	102	82	28	84	0	99	0	124	0
ASV_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	11	0	56	0	56	0	44	73	55	122	104	152	7	79	0	83	0	108	0
ASV_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_114	6	4	4	70	23	71	122	48	0	0	6	0	85	60	40	47	203	84	0	32	0	16	0	2	0	0	0	0	0	2	0	19	0	2	43	0	16	54	4	0	3	1	0	295	0	171	0	3	0	3	0	0	0	0	0	0	0	0	42	0	30	0	41
ASV_116	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	15	0	73	0	66	0	155	110	38	125	72	64	26	84	0	112	0	73	0
ASV_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	1	47	1	149	5	643	1	3	0	0	2	0	0	1	340	6	3	0	15
ASV_118	78	32	29	34	48	75	66	96	66	84	102	88	72	53	92	53	121	75	43	71	115	33	20	23	40	32	21	19	37	15	9	10	16	5	13	35	30	25	4	7	5	12	29	145	2	83	9	28	8	77	8	15	9	15	3	6	6	6	91	1	17	4	40
ASV_119	28	9	13	18	51	32	48	34	36	53	59	58	52	36	40	37	61	64	64	53	75	62	59	73	66	52	41	51	86	75	18	51	31	34	27	52	83	60	58	12	8	12	34	70	7	17	20	27	34	40	12	39	25	75	55	42	40	57	92	68	28	36	38
ASV_120	0	0	2	1	5	7	5	3	4	5	2	5	7	1	5	3	9	7	14	9	7	1	1	23	7	9	7	4	8	8	3	5	2	3	6	3	8	6	1	2	1	1	1	2	11	0	58	0	44	1	54	91	43	103	64	38	40	73	0	96	0	92	0
ASV_121	17	2	2	3	8	0	3	6	6	5	6	9	8	8	6	1	4	4	2	2	6	3	1	1	11	6	1	20	5	1	1	3	2	1	3	0	3	5	6	1	1	8	15	193	0	145	0	29	2	144	4	3	1	4	5	0	1	2	71	1	14	0	11
ASV_122	2	0	0	2	2	1	1	5	3	2	4	4	3	4	2	4	5	0	1	3	8	23	8	10	4	10	9	2	5	6	2	7	1	4	4	0	8	3	6	1	0	1	3	135	3	27	13	87	9	131	12	21	15	35	20	29	9	10	174	61	22	54	53
ASV_123	85	17	14	39	82	53	70	82	69	80	106	92	87	48	47	47	105	74	59	88	103	107	92	123	109	62	72	81	118	76	23	73	45	54	59	122	96	91	62	9	19	26	81	160	6	31	10	25	30	55	13	13	11	43	30	34	65	44	61	38	35	13	9
ASV_124	0	0	7	0	32	1	0	15	1	23	15	0	30	0	1	0	80	0	1	0	51	0	0	32	3	0	15	1	0	0	8	0	4	0	0	0	14	0	10	0	0	0	0	1	5	0	44	0	71	0	56	29	73	60	160	89	69	100	0	36	0	38	1
ASV_125	0	1	1	0	1	2	1	0	0	2	3	1	1	0	1	1	0	3	0	2	2	0	3	3	0	2	1	4	0	2	0	1	0	2	1	1	3	0	0	0	3	7	3	176	0	77	4	18	0	22	1	0	0	5	0	3	5	1	45	2	50	0	13
ASV_126	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	3	0	2	0	1	0	2	0	0	0	0	0	0	0	0	79	0	0	1	34
ASV_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2037	0	0	0	0	0	369	0	0	0	281	0	0	0	44	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	36	0	22
ASV_128	98	17	39	72	96	83	120	140	86	145	141	91	158	35	62	103	140	166	127	181	200	85	94	105	122	81	109	47	148	111	39	66	64	76	79	50	149	115	65	35	21	56	75	123	8	75	23	32	21	33	11	36	27	53	30	29	37	38	45	37	33	30	6
ASV_129	46	5	1	0	1	2	9	3	1	4	4	6	5	1	1	5	1	3	3	4	4	4	0	0	3	2	0	3	2	3	1	0	0	1	0	0	0	1	0	5	0	1	20	54	2	29	2	122	1	277	1	7	4	2	5	2	6	2	358	3	1	4	73
ASV_130	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ASV_131	48	5	24	29	82	59	105	82	46	101	85	70	94	22	45	55	85	56	64	105	49	67	70	66	84	56	45	76	81	66	34	57	35	45	64	95	106	100	75	14	21	23	36	270	2	124	5	56	3	71	3	9	3	5	8	8	15	7	79	10	48	8	23
ASV_132	300	131	388	256	105	91	97	152	171	135	144	154	212	97	135	180	303	178	148	147	235	58	141	95	163	123	32	65	106	79	16	58	19	52	20	57	96	78	72	92	33	97	163	43	6	19	19	17	14	53	9	36	16	27	16	24	25	28	24	22	6	25	12
ASV_133	34	4	7	9	20	9	21	22	22	33	68	23	21	7	23	13	29	2	4	6	6	1	3	1	0	3	2	6	4	4	0	2	0	1	0	10	3	0	1	5	0	0	5	108	0	148	0	38	1	136	0	0	0	0	0	5	4	0	58	0	3	0	5
ASV_134	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	2	2	1	0	0	0	1	0	0	0	2	1	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	8	0	31	0	131	0	38	67	19	122	86	74	39	134	0	123	0	71	0
ASV_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	3	0	1	0	1	0	1	0	1	0	0	0	0	13	0	6	0	5
ASV_136	109	15	46	36	135	65	125	166	138	152	98	380	126	78	116	99	166	41	60	65	61	77	101	197	207	245	70	364	267	101	47	265	35	95	114	396	180	140	217	65	49	46	172	204	2	188	5	10	10	14	6	6	3	13	17	9	18	7	37	4	50	3	25
ASV_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	33	0	55	0	60	65	44	57	51	49	41	86	0	141	0	107	0
ASV_138	2	1	1	7	10	2	4	16	8	10	33	26	5	1	10	1	22	1	0	0	3	0	0	0	0	3	0	12	1	0	0	4	0	1	4	17	0	0	6	6	0	0	4	144	1	104	4	5	0	36	8	5	0	0	0	9	4	4	34	0	10	0	2
ASV_139	53	10	35	46	79	64	141	72	82	137	130	87	151	73	64	74	144	62	61	157	145	92	83	271	241	150	142	169	170	216	51	146	78	94	87	228	183	122	92	30	41	45	73	88	5	12	23	9	43	15	18	38	19	32	30	37	73	25	21	40	21	27	14
ASV_140	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	67	0	70	4	5	1	30	5	2	2	5	4	10	4	2	47	1	3	2	4
ASV_141	47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	16	0	46	0	114	0	0	0	0	0	0	0	0	37	232	0	0	34
ASV_142	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_143	9	1	3	6	21	5	8	19	20	16	7	15	23	8	11	10	16	8	8	13	13	46	33	22	20	22	9	26	17	13	9	20	4	11	10	35	25	27	13	4	8	2	12	0	6	0	51	0	65	0	31	75	32	136	106	67	28	93	0	87	0	86	0
ASV_144	2	0	2	2	11	6	0	8	1	3	9	11	4	5	4	5	7	3	4	12	7	10	12	9	9	6	2	3	12	8	6	6	3	0	3	7	13	21	3	1	1	0	2	0	14	0	34	0	56	0	49	81	40	66	60	59	51	65	0	119	1	124	0
ASV_145	3	2	2	2	6	19	16	16	10	17	3	6	5	10	11	12	16	32	5	6	8	18	7	12	38	13	8	3	13	17	32	11	13	4	15	2	31	19	6	4	0	2	2	0	23	0	15	0	31	0	54	76	15	104	91	76	88	71	1	84	0	55	0
ASV_146	9	0	0	5	9	3	9	4	4	19	8	9	10	1	9	9	3	19	16	20	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	2	14	4	4	21	13	15	11	8	50	44	36	41	40	11	43	21	55	10
ASV_147	7	0	0	1	3	3	2	1	6	5	1	2	7	5	1	0	8	1	2	5	2	12	0	6	11	14	4	14	14	5	3	1	5	10	5	16	2	9	7	8	0	11	49	15	1	1	0	14	3	25	3	0	1	3	4	2	1	2	263	13	18	4	59
ASV_148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_149	59	20	47	107	166	136	181	220	160	188	131	135	174	106	65	114	255	194	148	170	229	85	312	184	277	218	43	513	313	104	56	197	46	104	162	345	196	254	167	59	34	61	144	77	0	9	2	3	3	4	4	4	0	1	4	6	9	6	12	4	20	11	10
ASV_150	4	1	4	0	9	9	9	7	3	3	8	4	6	5	1	7	3	10	16	17	12	10	6	15	18	12	13	6	11	11	21	7	19	3	8	5	18	17	23	1	2	1	2	1	8	0	65	0	69	0	27	61	49	84	51	86	26	45	0	75	0	88	0
ASV_151	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	3	0	3	1	0	0	1	0	0	0	0	0	0	0	15	0	49	0	52	0	65	86	35	56	116	88	3	11	1	81	0	82	0
ASV_152	38	3	9	19	20	9	12	17	16	30	53	22	34	12	18	5	31	10	22	38	40	6	1	3	5	1	4	8	16	9	2	4	4	11	2	2	1	7	5	3	1	7	27	215	1	124	0	35	2	125	0	13	7	1	2	10	6	0	88	1	9	1	13
ASV_153	9	0	3	4	10	1	5	6	7	13	9	2	1	1	0	4	3	8	4	3	11	17	1	20	5	9	16	5	12	21	20	10	27	8	13	3	13	22	9	1	1	5	7	2	14	0	54	0	74	0	46	76	53	132	116	83	28	124	0	54	0	29	0
ASV_154	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	50	0	49	0	61	66	54	130	112	97	11	155	0	62	0	33	0
ASV_155	18	1	3	4	27	19	15	19	10	26	19	19	24	8	20	19	27	28	29	36	38	29	9	43	41	19	36	18	34	26	16	10	24	9	27	18	46	25	17	3	3	11	11	11	10	1	29	0	38	0	37	52	32	82	50	48	55	48	1	59	2	54	1
ASV_156	0	2	0	1	0	1	0	0	0	0	5	3	0	0	3	0	1	0	1	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	2	0	1	2	0	0	0	4	124	1	82	4	10	0	31	2	0	1	1	0	3	0	1	31	0	10	0	6
ASV_157	56	9	27	36	75	74	90	115	84	93	102	106	130	60	51	66	113	149	112	114	160	79	147	244	169	152	45	231	173	141	63	108	62	98	89	158	136	114	69	23	15	27	39	108	2	22	8	12	21	31	11	14	13	43	35	26	65	35	50	28	32	6	16
ASV_158	22	3	4	3	2	2	4	14	2	10	16	0	14	4	0	1	7	5	1	2	3	0	1	4	2	4	2	6	2	0	0	1	0	0	2	10	3	4	1	4	0	5	10	119	0	84	0	10	0	47	0	0	0	0	0	4	0	0	70	0	9	0	18
ASV_159	13	16	7	10	2	15	5	12	4	1	1	4	0	0	1	1	5	2	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	18	0	6	0	2	0	1	0	0	2	0	0	0	0	0	1	1	2	0	1
ASV_161	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ASV_162	2	0	4	2	3	3	4	4	4	5	9	4	6	3	4	2	4	10	5	13	12	8	14	17	14	14	5	8	18	13	7	15	3	8	7	11	12	12	9	3	1	0	2	204	0	32	13	11	7	19	9	18	8	7	16	17	8	1	84	3	22	6	38
ASV_163	9	2	6	3	3	6	3	6	10	6	3	5	8	2	1	7	6	13	4	7	16	3	2	4	2	1	4	2	1	0	1	1	2	1	4	1	2	0	0	0	0	0	3	70	3	23	5	63	7	91	3	6	5	4	2	5	10	2	91	12	9	4	57
ASV_164	68	3	15	21	35	27	44	38	43	65	54	41	47	32	33	34	75	42	46	42	60	90	55	90	57	62	40	98	96	58	12	55	43	32	27	62	82	49	60	13	9	22	106	172	1	65	10	56	17	79	10	13	4	25	13	22	15	31	80	19	39	15	10
ASV_165	17	3	7	12	25	11	17	20	13	32	24	16	24	9	14	18	21	32	14	35	34	16	17	48	44	26	32	27	43	39	27	15	39	22	25	27	31	36	22	6	3	10	18	118	2	18	11	26	49	47	11	27	15	97	48	36	28	75	44	33	10	11	7
ASV_166	77	9	6	27	38	22	43	32	34	45	27	36	46	30	15	24	64	40	29	39	64	34	53	61	82	60	32	67	63	34	13	31	19	12	18	61	61	52	46	14	14	25	108	96	1	28	7	40	17	72	7	10	5	24	15	11	35	12	113	33	21	7	16
ASV_167	35	7	20	34	86	68	100	113	82	128	128	97	94	79	67	45	109	130	120	142	145	44	121	125	139	88	22	149	189	88	27	82	24	60	78	124	92	128	74	24	19	27	28	328	2	43	5	32	2	64	6	8	6	11	11	11	14	9	48	4	27	7	23
ASV_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_169	0	0	0	2	0	0	0	5	3	1	0	2	1	0	0	0	1	0	2	0	0	0	1	0	1	0	0	2	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	130	0	50	5	38	1	95	2	7	4	0	3	2	8	0	216	2	6	3	33
ASV_170	100	9	7	18	13	11	8	25	5	25	19	6	14	1	6	3	9	4	4	10	7	0	0	0	0	5	0	31	7	0	3	2	0	2	3	35	9	5	9	16	4	38	135	153	0	136	0	10	0	35	0	4	0	0	0	4	1	0	39	1	11	0	10
ASV_171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	64	0	24	0	18	65	47	61	45	47	0	31	0	50	0	121	0
ASV_172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	2	0	19	0	0	18	13	35	0	12	0	0	0	244	0	34	0
ASV_173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	62	0	30	0	48	82	22	74	69	27	0	62	0	100	0	128	0
ASV_174	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	8	0	112	1	47	0	4	1	37	0	22	14	0	0	13	0	0	54	8	6	0	16
ASV_175	12	3	9	15	39	17	18	46	25	49	54	40	60	32	28	41	70	30	40	74	59	51	13	35	67	41	42	29	20	44	9	23	16	28	17	26	23	23	12	9	11	4	9	149	5	36	10	23	10	66	5	16	13	22	6	36	9	16	27	7	37	11	5
ASV_176	0	4	0	0	0	0	0	10	0	0	0	12	0	3	0	0	0	0	0	0	1	0	0	0	13	3	0	14	0	4	0	3	2	4	2	20	0	2	0	1	2	0	0	92	0	47	8	0	0	8	9	0	0	1	1	6	7	1	23	0	11	0	0
ASV_177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1	66	2	2	0	4	1	2	0	0	1	0	2	3	9	2	32	2	9
ASV_178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	84	0	4	0	28	0	0	0	0	0	4	1	0	29	4	42	0	12
ASV_179	0	2	1	1	0	2	0	7	0	0	1	0	2	0	1	0	0	3	4	0	0	2	0	0	4	0	1	3	0	12	2	7	11	0	0	0	3	0	1	1	0	4	0	4	13	0	34	0	44	0	28	26	25	36	27	68	70	31	0	67	0	43	4
ASV_180	1	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	30	4	1	0	0	7	0	0	0
ASV_181	0	0	1	0	18	1	1	3	4	3	0	3	1	0	3	6	4	0	5	7	7	1	0	9	2	6	8	1	10	5	6	6	5	2	0	0	7	13	0	0	0	1	1	0	9	0	43	0	64	0	22	107	48	55	66	38	20	43	1	95	0	45	0
ASV_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	157	1	71	12	23	0	90	0	27	51	0	1	0	0	0	41	0	7	0	9
ASV_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	55	474	421	1	1	0	91	0	73	19	0	5	0	0	0	0	33	16	55	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	44	0	29	0	0
ASV_184	45	4	20	21	43	31	57	48	54	68	52	36	75	37	35	42	59	32	45	50	41	78	47	127	75	81	36	92	66	101	79	111	86	51	55	122	76	92	62	14	14	19	30	3	11	1	50	0	27	1	35	65	33	100	54	75	22	82	1	37	1	48	2
ASV_185	8	0	0	0	1	2	2	2	0	3	1	1	6	0	3	1	3	1	2	5	2	40	41	32	37	21	21	40	62	26	10	30	11	10	21	39	36	22	27	14	8	6	36	1	0	0	0	3	0	1	0	0	0	6	3	7	8	2	134	3	27	1	78
ASV_186	73	20	18	22	63	35	44	52	56	79	69	41	49	15	30	63	68	60	63	66	69	89	19	13	79	18	49	13	23	21	18	36	19	14	23	47	9	29	12	11	2	10	51	121	3	31	17	50	56	107	22	45	25	32	20	23	4	31	27	5	24	11	7
ASV_187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	56	0	53	0	52	61	53	76	46	62	16	55	0	62	0	63	0
ASV_188	2	0	1	1	5	1	4	2	5	9	11	2	1	0	3	2	3	4	4	0	2	2	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0	1	1	2	0	2	3	106	2	126	7	3	9	15	9	9	4	5	3	2	0	1	4	1	1	5	0
ASV_189	4	2	3	3	8	5	9	10	7	7	8	6	14	7	2	6	5	11	6	13	13	17	8	9	3	5	5	5	28	13	1	5	4	12	3	14	13	12	12	5	0	6	11	230	1	41	3	56	3	102	0	6	1	6	1	6	9	2	70	8	46	3	13
ASV_190	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	22	0	72	0	33	72	45	110	122	74	30	73	1	151	0	12	0
ASV_191	21	0	0	1	0	6	12	11	30	12	18	1	0	11	0	0	74	0	1	0	68	0	4	0	0	0	0	0	0	5	0	5	0	5	2	10	0	0	0	4	0	0	16	685	0	49	0	23	0	85	0	1	0	1	0	0	0	1	79	0	53	1	27
ASV_192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	0	6	0	0	5	0	0	3	0	0	2	8	0	0	0	0	1	0	48	0	17	1	54	0	59	1	1	2	2	1	3	4	0	101	2	6	3	10
ASV_193	9	0	1	4	6	2	1	5	1	8	4	3	6	2	1	0	4	3	5	6	4	8	0	7	0	2	0	14	1	3	3	3	0	2	1	5	2	3	2	3	1	2	10	109	3	35	16	22	21	71	9	20	17	31	32	27	8	18	76	12	25	25	7
ASV_194	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	3	4	3	5	1	1	3	2	2	0	4	1	0	1	1	1	0	1	4	0	0	0	0	0	1	19	4	1	6	5	27	7	19	35	22	69	64	59	34	67	22	65	6	41	4
ASV_195	555	38	66	57	101	94	102	161	77	140	129	104	145	61	49	62	141	90	80	105	75	19	19	24	73	25	15	63	39	24	6	16	8	22	26	85	62	40	44	41	19	107	349	38	0	18	4	77	0	132	3	3	6	4	5	4	6	3	169	3	14	3	35
ASV_196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	83	0	5	1	17	3	7	0	0	0	4	6	6	25	0	8	0	9
ASV_197	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	3	40	11	38	11	113	10	19	8	23	20	19	25	14	82	12	6	5	4
ASV_199	3	1	0	0	4	4	2	9	0	2	1	3	1	1	0	0	3	1	0	0	1	0	0	0	0	0	5	2	0	0	0	1	0	1	0	1	5	4	0	0	0	6	8	47	1	15	5	79	7	200	2	1	3	2	0	5	5	1	223	1	3	0	16
