#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1988	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_1990	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1994	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1992	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	g_	s_
ASV_1995	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_1991	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2000	Eukaryota	Ctenophora	Tentaculata	Cydippida	Pleurobrachiidae	Pleurobrachia	Pleurobrachia bachei
ASV_1997	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_1999	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_2001	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	g_	s_
ASV_1998	Eukaryota	unknown	Dictyochophyceae	Pedinellales	unknown	g_	s_
ASV_2005	Eukaryota	unknown	Oomycota	Saprolegniales	Saprolegniaceae	g_	s_
ASV_2003	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2004	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2002	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	g_	s_
ASV_2007	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2008	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2009	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	g_	s_
ASV_2006	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2012	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2014	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2013	Eukaryota	unknown	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_2010	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2011	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2015	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2016	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2017	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2018	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2019	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2020	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2021	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2022	Eukaryota	Annelida	Polychaeta	Phyllodocida	unassigned	unassigned	unassigned
ASV_2024	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2025	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2023	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2031	Eukaryota	unknown	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_2028	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_2029	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2030	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2026	Eukaryota	Annelida	Polychaeta	unknown	Opheliidae	Armandia	Armandia brevis
ASV_2032	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2027	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_2034	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2033	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	g_	s_
ASV_2035	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2040	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2041	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2042	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2039	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2037	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	g_	s_
ASV_2038	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2036	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2048	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Clausophyidae	Chuniphyes	Chuniphyes multidentata
ASV_2045	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_2046	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2043	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2044	Eukaryota	Haptista	Haptophyta	unassigned	unassigned	g_	s_
ASV_2047	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2052	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2049	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2050	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2054	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2053	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_2051	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_2058	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2061	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	Leuckartiara longicalcar
ASV_2055	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2060	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_2059	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2057	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2056	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	g_	s_
ASV_2062	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2067	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2065	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2063	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2066	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	g_	s_
ASV_2064	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2074	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_2070	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2068	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2069	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_2071	Eukaryota	Rhodophyta	Florideophyceae	Halymeniales	Halymeniaceae	Grateloupia	unassigned
ASV_2075	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2076	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2073	Eukaryota	unknown	Phaeophyceae	Sphacelariales	Choristocarpaceae	g_	s_
ASV_2072	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_2079	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Kallymeniaceae	g_	s_
ASV_2082	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2077	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_2081	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2080	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2078	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2094	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2087	Eukaryota	Echinodermata	Echinoidea	Echinoida	Strongylocentrotidae	Allocentrotus	Allocentrotus fragilis
ASV_2092	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2093	Eukaryota	unknown	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_2086	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2084	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_2090	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2091	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2089	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2088	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2083	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2085	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2098	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2097	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2095	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2096	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2100	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2102	Eukaryota	Cnidaria	Scyphozoa	Rhizostomeae	Catostylidae	g_	s_
ASV_2103	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	unassigned	g_	s_
ASV_2099	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2101	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2104	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2107	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2105	Eukaryota	Arthropoda	unknown	unknown	unknown	g_	s_
ASV_2106	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Lafoeidae	g_	s_
ASV_2114	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2109	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Hyalellidae	g_	s_
ASV_2112	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2113	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2110	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2111	Eukaryota	Picozoa	unknown	unknown	unknown	g_	s_
ASV_2108	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia cuspidata
ASV_2119	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2115	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	g_	s_
ASV_2116	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	unassigned
ASV_2117	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2118	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2122	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_2121	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2120	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2127	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2131	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2123	Eukaryota	unknown	Oomycota	unassigned	unassigned	g_	s_
ASV_2132	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2128	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_2133	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
ASV_2124	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2126	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2125	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2130	Eukaryota	unknown	Phaeophyceae	unassigned	unassigned	g_	s_
ASV_2129	Eukaryota	unknown	Oomycetes	Pythiales	Pythiaceae	g_	s_
ASV_2135	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_2136	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2137	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2140	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2138	Eukaryota	unknown	unknown	unknown	Apusomonadidae	g_	s_
ASV_2141	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2139	Eukaryota	Cnidaria	Hydrozoa	unassigned	unassigned	g_	s_
ASV_2134	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2148	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_2143	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2145	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2150	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_2144	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2142	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2149	Eukaryota	unknown	Oomycota	Pythiales	Pythiaceae	g_	s_
ASV_2147	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2146	Eukaryota	Annelida	Polychaeta	Spionida	Cirratulidae	g_	s_
ASV_2151	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2158	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2153	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2156	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2154	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia californiensis
ASV_2155	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2157	Eukaryota	unknown	Oomycota	Saprolegniales	Saprolegniaceae	g_	s_
ASV_2152	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2160	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2161	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2159	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2166	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2164	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2169	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2168	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	g_	s_
ASV_2165	Eukaryota	unknown	unknown	Telonemida	unassigned	g_	s_
ASV_2167	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2163	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	unassigned
ASV_2162	Eukaryota	Discosea	unassigned	unassigned	unassigned	g_	s_
ASV_2170	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2172	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2176	Eukaryota	unknown	Oomycetes	Peronosporales	Peronosporaceae	g_	s_
ASV_2175	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2171	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2173	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2174	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2180	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2179	Eukaryota	Nemertea	Palaeonemertea	unknown	Cephalothricidae	g_	s_
ASV_2183	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2178	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2181	Eukaryota	Discosea	unknown	Himatismenida	unknown	g_	s_
ASV_2177	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_2182	Eukaryota	Annelida	Polychaeta	Phyllodocida	Hesionidae	g_	s_
ASV_2188	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2185	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Scytosiphonaceae	g_	s_
ASV_2189	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2186	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2184	Eukaryota	unknown	unknown	Telonemida	unassigned	g_	s_
ASV_2191	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2190	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2187	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	g_	s_
ASV_2194	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2192	Eukaryota	unknown	Chrysophyceae	Chromulinales	Chromulinaceae	g_	s_
ASV_2193	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2196	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Scytosiphonaceae	g_	s_
ASV_2195	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	g_	s_
ASV_2198	Eukaryota	Rhodophyta	Florideophyceae	Corallinales	unassigned	g_	s_
ASV_2199	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2200	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2197	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_2204	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Leptocylindrales	Leptocylindraceae	g_	s_
ASV_2210	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2209	Eukaryota	Cnidaria	Hydrozoa	Narcomedusae	Tetraplatiidae	g_	s_
ASV_2211	Eukaryota	Gastrotricha	unknown	Macrodasyida	Macrodasyidae	g_	s_
ASV_2207	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2201	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2206	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2203	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2208	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2205	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2202	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2218	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2213	Eukaryota	Annelida	Polychaeta	unassigned	unassigned	unassigned	unassigned
ASV_2219	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2212	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2220	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_2216	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2214	Eukaryota	unknown	Oomycota	Saprolegniales	Saprolegniaceae	g_	s_
ASV_2217	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	g_	s_
ASV_2215	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	g_	s_
ASV_2223	Eukaryota	unknown	Phaeophyceae	unknown	unknown	g_	s_
ASV_2222	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_2224	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Moerisiidae	g_	s_
ASV_2221	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2229	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_2226	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Forskaliidae	g_	s_
ASV_2231	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2235	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_2236	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2232	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2227	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2234	Eukaryota	Mollusca	Gastropoda	unknown	Planorbidae	g_	s_
ASV_2228	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_2225	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2230	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2233	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2239	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2238	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2242	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2237	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2241	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2240	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2243	Eukaryota	unknown	Dictyochophyceae	Florenciellales	unknown	g_	s_
ASV_2245	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2246	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2244	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2256	Eukaryota	Echinodermata	Ophiuroidea	Ophiurida	Amphiuridae	g_	s_
ASV_2253	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2250	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2248	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	g_	s_
ASV_2255	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2247	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2252	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2251	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Lafoeidae	g_	s_
ASV_2254	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	unassigned	unassigned
ASV_2249	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	g_	s_
ASV_2263	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_2262	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2258	Eukaryota	Haptista	Haptophyta	Phaeocystales	Phaeocystaceae	g_	s_
ASV_2260	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2259	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2257	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2261	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Polyorchidae	Scrippsia	Scrippsia pacifica
ASV_2271	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2275	Eukaryota	Annelida	Polychaeta	unknown	Opheliidae	Armandia	Armandia brevis
ASV_2266	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2270	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2269	Eukaryota	unknown	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2272	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2267	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aglaopheniidae	g_	s_
ASV_2264	Eukaryota	Arthropoda	unassigned	unassigned	unassigned	g_	s_
ASV_2274	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2273	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2268	unassigned	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2265	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	g_	s_
ASV_2279	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	g_	s_
ASV_2276	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	s_
ASV_2278	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2281	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2277	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2285	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2284	Eukaryota	unknown	Phaeophyceae	Ectocarpales	Chordariaceae	g_	s_
ASV_2282	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2283	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2280	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2288	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	g_	s_
ASV_2287	Eukaryota	unknown	Oomycota	Peronosporales	Peronosporaceae	g_	s_
ASV_2289	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
ASV_2286	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2292	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2290	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2298	Eukaryota	unassigned	unassigned	unassigned	unassigned	g_	s_
ASV_2291	Eukaryota	Arthropoda	Malacostraca	Decapoda	Sergestidae	Sergestes	Sergestes similis
ASV_2295	Eukaryota	Echinodermata	Ophiuroidea	unassigned	unassigned	g_	s_
ASV_2296	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_2293	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_2294	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	g_	s_
